partial,f,sigma,r2
1,48.4497,0.237896,0.817798
2,98.2452,0.271806,0.776413
3,146.695,0.300713,0.939873
4,195.145,0.163632,0.764491
5,244.94,0.187269,0.808319
7,341.84,0.161582,0.595843
8,391.635,0.232464,0.945462
10,489.88,0.283985,0.813856
11,539.676,0.156907,0.718098
12,588.126,0.219001,0.686424
13,637.921,0.234685,0.770971
14,687.717,0.187496,0.853898
15,737.512,0.224072,0.811404
16,787.308,0.172817,0.581306
17,837.103,0.224271,0.765937
18,886.899,0.234624,0.814017
19,936.694,0.367118,0.892969
20,987.836,0.264848,0.851042
21,1038.98,0.278767,0.817142
22,1091.46,0.278154,0.876473
23,1143.95,0.257772,0.785125
26,1325.64,0.688703,0.920848
27,1375.43,0.568528,0.919802
28,1425.23,0.609719,0.810469
33,1713.24,0.411468,0.918859
34,1765.72,0.503635,0.939682
35,1819.56,0.451478,0.89555
36,1873.39,0.460047,0.936962
37,1928.57,0.5097,0.912568
38,1983.75,0.472174,0.977154
39,2038.93,0.490303,0.920663
46,2488.43,0.733497,0.953542
56,3146.54,2.1617,0.910211
57,3208.45,1.34684,0.878835
59,3360.53,1.2414,0.871115
68,4033.44,2.14453,0.859561
