partial,f,sigma,r2
1,57.8705,0.187987,0.723339
3,174.957,0.295902,0.662501
4,232.828,0.223056,0.927548
5,290.698,0.153183,0.699513
7,407.785,0.193192,0.833201
8,465.656,0.149835,0.63749
9,523.526,0.278596,0.828059
10,582.742,0.140889,0.578496
11,640.613,0.150682,0.620951
12,699.829,0.198527,0.620203
13,757.7,0.181695,0.723469
14,816.916,0.19391,0.656052
15,876.132,0.177611,0.698013
16,935.349,0.25438,0.70949
17,994.565,0.181567,0.686334
18,1053.78,0.214583,0.67359
19,1114.34,0.250441,0.834581
30,1837.05,0.319109,0.819723
31,1898.96,0.388707,0.942884
32,1960.87,0.372909,0.941036
33,2022.78,0.391376,0.926066
34,2084.68,0.420242,0.930801
35,2149.28,0.404757,0.91203
41,2593.41,0.555621,0.951012
42,2658,0.520605,0.946432
43,2719.91,0.525837,0.962162
48,3115.59,0.678205,0.928446
49,3184.22,0.786517,0.813433
50,3250.17,1.28211,0.899312
55,3663.34,0.968762,0.838408
56,3734.67,1.70504,0.922944
57,3832.91,1.87375,0.85229
66,4598.68,2.43473,0.928158
