partial,f,sigma,r2
1,103.629,0.32311,0.834718
4,414.514,0.171683,0.635853
5,519.489,0.165706,0.518415
6,623.117,0.260527,0.889882
7,728.091,0.245546,0.800733
8,831.72,0.229173,0.841682
9,936.694,0.343578,0.841212
10,1041.67,0.226656,0.773829
11,1146.64,0.205255,0.834694
12,1251.62,0.272195,0.816654
13,1357.94,0.300921,0.94099
14,1464.26,0.415014,0.9469
15,1570.58,0.333355,0.817386
16,1676.9,0.361405,0.857939
17,1784.56,0.342994,0.886939
18,1892.23,0.407392,0.933102
19,2001.24,0.410051,0.912598
20,2110.25,0.475581,0.888747
21,2217.92,0.522287,0.904781
22,2328.28,0.51297,0.964977
23,2438.64,0.470848,0.977092
24,2550.34,0.622612,0.932237
