partial,f,sigma,r2
1,28.2623,0.206488,0.899032
2,57.8705,0.218335,0.908608
3,86.1328,0.187067,0.892183
4,115.741,0.170346,0.853293
5,145.349,0.167952,0.853284
8,232.828,0.14575,0.849814
9,261.09,0.141224,0.704068
10,290.698,0.14545,0.604219
11,320.306,0.117911,0.630471
12,349.915,0.111854,0.534259
13,380.869,0.178571,0.868887
14,410.477,0.150181,0.628845
15,440.085,0.182633,0.873938
16,471.039,0.174528,0.693259
17,501.993,0.157245,0.751825
18,532.947,0.208773,0.923763
19,563.901,0.183923,0.841091
20,594.855,0.272371,0.905781
21,625.809,0.224829,0.922453
22,658.109,0.231435,0.936309
23,689.062,0.23049,0.920219
24,721.362,0.20764,0.875827
25,753.662,0.231194,0.927848
26,787.308,0.245966,0.921083
27,820.953,0.274502,0.950269
28,853.253,0.282786,0.954482
29,886.899,0.340168,0.992516
30,921.89,0.305922,0.966523
31,955.536,0.337014,0.972276
32,990.527,0.385867,0.894537
37,1157.41,0.951745,0.996016
38,1172.21,0.51589,0.970244
39,1207.21,0.530674,0.977997
40,1244.89,0.661404,0.960429
41,1282.57,0.619158,0.988654
42,1320.25,0.672275,0.956219
43,1359.28,0.756311,0.958797
44,1398.31,0.748185,0.998801
45,1437.34,0.802049,0.989456
46,1477.72,0.974119,0.961715
47,1518.09,0.885643,0.967613
48,1559.81,0.893113,0.982142
49,1600.19,1.63606,0.991678
55,1816.86,1.33697,0.995907
56,1858.58,1.41034,0.961417
57,1904.34,1.73824,0.978355
58,1950.1,1.53412,0.928122
62,2135.82,1.78588,0.97839
68,2382.11,2.08777,0.965899
72,2588.02,2.56753,0.993853
74,2693,2.58714,0.986565
76,2793.93,4.08348,0.994058
81,3030.8,5.11742,0.927795
82,3083.29,3.89275,0.923463
83,3146.54,5.01096,0.954617
85,3262.28,5.05849,0.943134
