partial,f,sigma,count,meanR2,meanFittedFrameCount
1,1767.07,1.22128,5,0.86647,367.6
2,3571.82,2.51315,5,0.964101,256
3,5450.32,8.95841,5,0.942735,80.6
4,7441.07,15.9227,5,0.910139,66.8
5,9570.16,10.0188,1,0.656219,73
