partial,f,sigma,count,meanR2,meanFittedFrameCount
1,30.954,0.220708,5,0.984366,1699.2
2,61.908,0.204526,5,0.976877,1701
3,91.5161,0.149788,5,0.914149,1704.4
4,122.47,0.115203,5,0.777677,1705
5,153.424,0.145867,5,0.903817,1704.8
6,184.378,0.107314,5,0.711206,1705.4
7,215.332,0.0897639,4,0.62417,1706
8,246.286,0.107623,5,0.675753,1707.6
9,277.24,0.121887,5,0.815709,1705.8
10,308.194,0.108181,5,0.705439,1706
11,339.148,0.103474,5,0.695214,1706
12,371.448,0.106368,5,0.693848,1706
13,402.402,0.135664,5,0.813243,1509.8
14,433.356,0.135901,5,0.832143,1704.2
15,465.656,0.156855,5,0.837048,1700.4
16,497.955,0.166687,5,0.938318,1706.4
17,528.909,0.184239,5,0.938004,1699.4
18,562.555,0.174926,5,0.9338,1703.2
19,594.047,0.197651,5,0.964946,1699.6
20,626.885,0.195434,5,0.94493,1701
21,659.454,0.198521,5,0.938391,1696.6
22,693.1,0.209869,5,0.945218,1697.8
23,725.4,0.200753,5,0.951864,1699.2
24,761.737,0.2934,5,0.972246,1546
25,795.114,0.321692,5,0.984525,1536.2
26,826.337,0.261082,4,0.988187,1698.5
27,861.328,0.265077,5,0.981753,1689
28,896.05,0.272748,5,0.98796,1685.8
29,929.965,0.319963,5,0.993101,1670.2
30,964.957,0.336951,5,0.997922,1667.8
31,999.948,0.352747,5,0.99091,1533.2
32,1036.29,0.355004,5,0.988525,1515.8
33,1071.28,0.432047,5,0.994137,1220.6
34,1108.69,0.444347,5,0.995807,1243
35,1143.95,0.502601,5,0.995383,1157.8
36,1181.1,0.468139,5,0.989385,1160.6
37,1217.97,0.518569,5,0.990433,1051.8
38,1255.65,0.58222,5,0.990067,935.4
39,1293.88,0.63396,5,0.999344,932.2
40,1331.02,0.627933,4,0.973126,862
41,1370.59,0.815889,5,0.952188,721.2
42,1410.42,0.659868,5,0.980228,847.8
43,1449.45,0.694487,5,0.992742,811.6
44,1489.02,0.689053,5,0.992703,809
45,1528.86,0.739657,5,0.98376,732.8
46,1569.23,0.826383,5,0.9807,633.4
47,1609.61,0.858593,5,0.99698,670.6
48,1651.33,0.862621,5,0.980894,639
49,1694.12,0.890892,5,0.985916,656
50,1734.77,0.877906,5,0.933053,560.8
51,1777.84,1.06713,5,0.976694,511.2
52,1820.9,1.28289,5,0.998284,463.4
53,1863.97,1.09225,5,0.982428,499.2
54,1907.03,1.24024,5,0.990462,476.8
55,1950.1,1.3281,5,0.99342,421
57,2036.23,0.943468,1,0.969963,638
62,2252.91,1.05291,1,0.913442,553
63,2289.25,1.33895,2,0.983532,443
64,2348.2,2.78556,5,0.881056,224
65,2399.61,1.43673,3,0.995518,388
66,2437.29,1.41142,2,0.996474,387.5
67,2476.32,1.51814,1,0.995294,380
68,2550.34,1.43817,2,0.985306,408
69,2588.02,1.5192,2,0.998504,363.5
70,2624.36,2.17475,2,0.921273,235
71,2674.15,2.03294,4,0.994092,270.25
72,2726.64,1.90259,4,0.994892,298.75
73,2777.78,2.02771,4,0.974682,246.75
74,2832.96,2.13294,3,0.990205,279
75,2885.11,2.3581,4,0.971733,240
76,2939.28,1.84525,2,0.927028,308.5
77,2994.46,2.59445,3,0.985513,230.667
78,3148.56,2.20366,4,0.952658,414.25
81,3054.35,1.12544,2,0.835146,712
83,3289.2,0.373283,1,0.74606,1569
93,3509.46,0.946169,3,0.788635,809
