partial,f,sigma,count,meanR2,meanFittedFrameCount
1,261.09,0.562066,5,0.947163,773.4
2,523.526,0.510383,5,0.889583,789.2
3,785.962,0.364199,5,0.737059,838.8
4,1048.4,0.60992,5,0.939491,763.6
5,1312.18,0.522946,4,0.72482,725
6,1578.65,0.626673,5,0.946172,717.8
7,1845.13,0.423466,5,0.827354,794.8
8,2116.98,0.532201,5,0.884632,773.6
12,3215.18,0.725422,5,0.931887,842.2
14,3499.15,0.702097,5,0.933117,797.6
15,4074.08,0.925082,5,0.816506,538.2
16,4967.44,1.77267,5,0.924384,422
17,5275.63,2.12194,1,0.902316,491
21,5274.29,1.98689,4,0.924656,355.5
22,5585.17,2.8992,4,0.915665,253.5
23,5901.44,3.45842,4,0.890804,215.25
24,6885.24,4.5531,3,0.892592,162.333
27,7918.84,7.05122,2,0.897762,136
30,8275.48,7.81745,2,0.895944,136
31,9008.95,6.30183,1,0.830463,167
33,9385.79,7.75582,1,0.877286,145
34,9769.34,10.1966,1,0.929209,113
35,10556.7,5.15917,1,0.694669,169
