partial,f,sigma,count,meanR2,meanFittedFrameCount
1,61.908,0.250752,5,0.852299,1555.2
2,123.816,0.268833,5,0.921353,1588.8
3,184.378,0.193912,5,0.84033,1692
4,246.286,0.274192,5,0.902254,1677.8
5,308.194,0.215739,4,0.756556,1663.5
6,370.102,0.257769,5,0.839363,1554.8
7,432.01,0.206495,5,0.774187,1692.2
8,493.918,0.235043,5,0.887974,1632.6
9,555.826,0.249816,4,0.764989,1444.25
10,617.734,0.203938,5,0.83604,1698.2
11,679.642,0.246877,5,0.750865,1480.6
12,742.896,0.199929,5,0.855915,1688.6
13,804.803,0.179051,5,0.702082,1694.4
14,866.711,0.200571,5,0.760338,1694
15,929.965,0.173273,5,0.703902,1693.6
16,993.219,0.20125,5,0.796876,1575.8
17,1056.47,0.204142,5,0.775832,1696.6
18,1118.38,0.151249,1,0.630145,1701
19,1182.98,0.184711,5,0.713824,1659
20,1247.58,0.205702,5,0.732111,1570.8
21,1312.18,0.235172,5,0.71474,1400.6
22,1378.12,0.230839,1,0.886045,1644
26,1670.17,1.77308,3,0.998005,324.333
27,1734.77,1.44736,4,0.916492,371.75
28,1796.68,1.8143,2,0.995522,299.5
29,1859.93,1.86307,2,0.98994,296.5
30,1921.84,1.8029,1,0.990974,303
33,2157.36,0.526108,1,0.885971,888
34,2228.69,0.398978,5,0.931306,1121
35,2297.32,0.497032,5,0.900178,941.2
36,2364.61,0.50453,5,0.932791,992.8
37,2433.25,0.489907,5,0.937858,870.6
38,2503.23,0.549365,4,0.937685,862.75
39,2570.86,0.607523,4,0.957323,911.25
41,2746.83,1.37262,1,0.840129,366
42,2811.43,1.26573,2,0.950555,390
43,2876.03,0.944604,2,0.88944,482
45,2712.91,0.732258,5,0.890623,592
46,2960.82,0.645558,2,0.97194,935
49,2960.48,0.698681,4,0.899514,691.25
50,3068.93,0.873432,3,0.867495,994
52,3511.8,0.961889,5,0.886912,823
53,4226.79,1.26382,3,0.961772,512.667
58,4227.24,1.6386,2,0.81517,635.5
67,5071.07,1.77548,5,0.834839,521.6
77,5390.37,1.82801,4,0.798776,586
81,5473.47,2.34122,3,0.880974,417.333
82,5566.78,2.08669,3,0.819295,514.667
83,5916.7,2.35385,3,0.78942,538.333
86,6498.09,2.37565,3,0.762408,557.667
92,6581.76,2.61089,2,0.805569,432.5
93,6765.46,2.65392,2,0.806726,429
95,7268.8,1.65793,1,0.700018,492
