partial,f,sigma,count,meanR2,meanFittedFrameCount
1,207.257,0.226039,5,0.816692,1262.6
2,414.514,0.30769,5,0.782288,1246.8
3,623.117,0.33089,5,0.852938,1178.8
4,831.72,0.450461,5,0.773789,1063.4
5,1040.32,0.392234,5,0.746632,1118
6,1250.27,0.312313,5,0.821549,1152.2
7,1461.57,0.345805,5,0.772653,1106.4
8,1672.86,0.364549,5,0.838534,1014.8
9,1886.85,0.374259,5,0.872552,1040.8
10,2100.83,0.310011,4,0.736753,1129.25
11,2317.51,0.398254,5,0.916134,1024.8
12,2535.53,0.571836,5,0.953234,710
13,2756.25,0.436266,5,0.849356,885.8
14,2976.97,0.467911,4,0.822718,786.5
15,3201.72,0.492736,1,0.901608,1156
16,3201.72,0.456638,4,0.886752,1114.5
18,3520.14,0.653868,5,0.848442,772.4
19,3889.43,0.705325,4,0.887483,723.75
21,4123.07,0.717009,5,0.863193,741.6
23,4846.05,1.20653,5,0.878947,505.8
24,4843.62,2.53312,1,0.91603,419
26,5338.89,1.69115,4,0.848014,379.5
28,6830.06,3.04042,3,0.855816,210.333
32,7190.74,5.01099,1,0.857725,201
36,7473.37,4.59404,3,0.883701,208.667
37,9249.86,5.92289,2,0.800302,173
