partial,f,sigma,count,meanR2,meanFittedFrameCount
1,36.3373,0.170352,5,0.954259,1708.8
2,72.6746,0.161769,5,0.935076,1703.4
3,109.012,0.125107,5,0.826569,1705
4,146.695,0.137902,5,0.902766,1705.4
5,183.032,0.127503,5,0.832305,1705.2
6,219.37,0.107401,5,0.729115,1706.2
7,255.707,0.126269,5,0.879941,1705.6
8,292.044,0.135761,5,0.903356,1707.4
9,329.727,0.0996402,5,0.650164,1705
10,366.064,0.101884,5,0.650597,1704.8
11,403.748,0.110818,5,0.747867,1704.8
12,440.085,0.130112,5,0.784779,1703.8
13,477.768,0.186422,5,0.94428,1702.8
14,514.644,0.168135,5,0.933393,1700.8
15,551.788,0.168747,5,0.91464,1701.4
16,589.471,0.171034,5,0.930486,1702.8
17,627.155,0.192738,5,0.945489,1700.4
18,664.838,0.20227,5,0.945425,1698.8
19,702.521,0.205708,5,0.941775,1687
20,740.204,0.188591,5,0.932859,1699.8
21,777.887,0.220284,5,0.976844,1696.8
22,816.916,0.218888,5,0.975273,1698
23,854.599,0.225039,5,0.949376,1695.6
24,893.628,0.27017,5,0.986471,1699.8
25,934.003,0.290027,5,0.990779,1697.8
26,974.377,0.317657,3,0.994501,1675.67
27,1028.21,2.32038,5,0.936865,221.6
28,1073.97,0.392502,3,0.955768,1283
29,1110.31,0.36773,3,0.963116,1367
30,1157.41,0.560298,1,0.96895,845
31,1193.75,0.669493,1,0.935434,753
33,1287.95,0.490085,4,0.991184,1138
34,1331.02,0.482625,5,0.972199,1114
35,1371.4,0.615104,5,0.947374,1014.8
36,1413.12,0.532174,5,0.976915,1003.4
37,1454.84,0.562433,5,0.988535,1049.8
38,1496.56,0.550266,5,0.991729,1022.2
39,1542.58,2.17024,5,0.964309,468.2
40,1581.34,0.634853,5,0.985562,855.8
41,1624.41,0.652335,5,0.985449,882.6
42,1667.48,0.662771,5,0.988453,857.2
43,1710.54,0.698938,5,0.976804,791.8
44,1753.61,0.764383,5,0.964628,730.6
45,1799.37,0.773615,5,0.970696,728.4
50,2057.77,2.77643,5,0.976403,219.4
51,2112.95,0.986906,5,0.989212,581.2
52,2160.32,1.11829,5,0.98582,505.8
53,2207.15,1.01126,5,0.991023,529.2
54,2254.26,1.1538,5,0.961135,448
55,2301.36,1.13398,3,0.971026,468.333
56,2348.91,1.10393,3,0.989241,483.667
57,2398.26,1.17588,3,0.981619,477
58,2448.06,1.20199,2,0.988324,461.5
60,2570.53,1.40359,5,0.989101,390.2
63,2746.83,1.39825,2,0.983458,388.5
64,2785.86,1.19938,1,0.999403,471
65,2850.01,1.5058,3,0.988636,364.333
66,2902.94,1.42086,2,0.972015,359
67,2955.43,1.83958,3,0.995202,310.333
69,3084.63,1.30447,5,0.849436,887.6
79,3170.76,1.14362,5,0.815175,921.2
80,3536.38,1.05905,3,0.814632,877.667
86,4111.5,1.70377,2,0.877083,527.5
88,4240.7,1.33098,2,0.822415,827
92,4628.29,0.723031,2,0.731905,1070.5
