partial,f,sigma,count,meanR2,meanFittedFrameCount
1,123.816,0.334224,5,0.962188,1501.2
2,246.286,0.216914,5,0.867078,1672.2
3,370.102,0.341414,5,0.882251,1275.6
4,493.918,0.256271,5,0.908332,1607.2
5,617.734,0.190179,5,0.80897,1688.6
6,741.55,0.255095,5,0.834092,1454.4
7,865.366,0.408679,3,0.774386,1297.67
8,990.527,0.188621,5,0.796602,1630.4
9,1114.34,0.247901,4,0.767253,1466.25
10,1239.51,1.03003,3,0.960678,449.667
11,1366.01,0.190804,5,0.735685,1538.2
12,1496.56,0.93387,1,0.914609,549
20,2602.83,3.57574,1,0.999718,154
21,2730.68,3.6737,2,0.995858,147.5
23,2861.76,0.356854,5,0.894076,1084
25,2915.06,0.338694,2,0.951929,1219
26,3184.22,0.37733,5,0.91518,1233.8
28,3320.15,0.384279,5,0.884209,1287.4
29,4013.25,0.591669,5,0.889936,912.2
34,5033.39,1.26537,5,0.86562,527
41,5214.53,1.27093,5,0.85201,546.2
42,5490.63,1.43921,4,0.893714,453.5
43,5957.97,1.78161,4,0.860837,425.75
46,6117.78,1.60337,4,0.837877,391.5
47,7274.19,2.80957,3,0.898508,263.333
54,8109.27,4.07144,2,0.802976,236
57,8332,4.80216,1,0.828135,157
59,8700.76,3.81706,2,0.810316,288.5
61,9259.28,6.56932,1,0.906921,163
63,9451.73,4.70337,1,0.875986,234
64,10041.2,2.94932,1,0.711912,297
