partial,f,sigma,r2
1,57.8705,0.210763,0.882527
2,115.741,0.211838,0.620095
3,174.957,0.257984,0.77224
4,232.828,0.233829,0.934145
7,407.785,0.19551,0.861487
8,465.656,0.142857,0.569387
9,523.526,0.290605,0.78872
10,582.742,0.142955,0.615304
11,640.613,0.142743,0.603825
12,699.829,0.199353,0.612251
13,757.7,0.200487,0.671685
14,816.916,0.186545,0.609388
15,876.132,0.18037,0.676919
16,935.349,0.260634,0.715928
17,994.565,0.167177,0.656574
18,1053.78,0.217376,0.751426
19,1114.34,0.255047,0.874387
30,1837.05,0.334087,0.838674
31,1898.96,0.370379,0.927497
34,2084.68,0.436375,0.951204
35,2149.28,0.392027,0.932994
48,3115.59,1.30139,0.74659
