partial,f,sigma,r2
1,39.0289,0.183286,0.850118
2,78.0579,0.178022,0.881677
3,115.741,0.146319,0.780895
4,154.77,0.110537,0.621211
5,193.799,0.165497,0.842276
6,232.828,0.148944,0.747548
7,271.857,0.170142,0.849199
8,310.886,0.109276,0.586999
9,349.915,0.137417,0.66079
10,388.943,0.176257,0.819056
11,427.972,0.147019,0.714682
12,467.001,0.215853,0.900491
13,506.03,0.170373,0.829537
14,545.059,0.190358,0.882701
15,585.434,0.230276,0.941039
16,624.463,0.175528,0.771579
17,664.838,0.186546,0.77053
18,703.867,0.190792,0.887058
19,744.241,0.198739,0.910832
20,784.616,0.234695,0.900586
21,824.991,0.214097,0.815736
22,865.366,0.229033,0.883491
23,907.086,0.300935,0.981627
24,947.461,0.257658,0.895597
25,990.527,0.307489,0.950631
26,1032.25,0.338589,0.956886
27,1099.54,2.58307,0.970912
36,1499.25,0.505563,0.965096
37,1545.01,0.564439,0.973491
38,1588.07,0.539937,0.983136
42,1769.76,0.728163,0.987879
43,1816.86,0.769768,0.994615
44,1862.62,0.791588,0.983087
45,1909.73,0.838591,0.956434
