partial,f,sigma,r2
1,55.1788,0.281531,0.78115
2,110.358,0.314673,0.949538
3,164.191,0.239054,0.829757
4,219.37,0.286001,0.932333
5,274.548,0.218028,0.822805
6,329.727,0.19815,0.713581
7,384.906,0.314441,0.828052
8,440.085,0.150765,0.537433
10,550.443,0.197096,0.738082
11,605.621,0.168324,0.630953
12,660.8,0.227771,0.79712
13,715.979,0.286895,0.799053
14,771.158,0.200995,0.725892
15,827.682,0.216471,0.76485
16,882.861,0.203279,0.820334
17,938.04,0.230552,0.7339
18,994.565,0.298885,0.899674
19,1051.09,0.214765,0.804372
31,1796.68,0.487856,0.99836
32,1857.24,0.48023,0.961008
35,2036.23,0.460952,0.971945
36,2096.8,0.523408,0.975971
37,2157.36,0.472732,0.937529
