partial,f,sigma,r2
1,92.8619,0.374448,0.976224
2,184.378,0.195075,0.73166
3,277.24,0.174007,0.560923
5,461.618,0.212744,0.706795
6,554.48,0.182972,0.641842
7,647.342,0.197276,0.728701
9,834.412,0.273805,0.893577
10,927.274,0.205693,0.712268
11,1021.48,0.343104,0.886003
12,1114.34,0.270207,0.740536
13,1208.55,0.204369,0.69976
14,1302.76,0.274878,0.801072
15,1396.97,0.369522,0.813193
16,1492.52,0.327234,0.889102
17,1586.73,0.484073,0.979916
18,1682.28,0.439933,0.943537
19,1777.84,0.382929,0.896187
20,1874.73,0.394789,0.896386
21,1972.98,0.466519,0.922992
