partial,f,sigma,r2,fittedFrameCount
1,87.4786,0.246383,0.815372,1267
2,174.957,0.261132,0.771938,1265
3,261.09,0.217819,0.794332,1273
4,348.569,0.307408,0.67838,1267
5,436.047,0.190017,0.689019,1267
7,611.005,0.198206,0.767695,1272
9,787.308,0.264604,0.837539,1270
10,874.786,0.207326,0.621833,1268
11,963.611,0.267774,0.81339,1154
12,1051.09,0.317321,0.806332,1263
13,1139.91,0.266081,0.801618,1268
14,1228.74,0.238235,0.712545,1268
15,1317.56,0.28677,0.851148,1186
16,1407.73,0.431243,0.890322,933
17,1496.56,0.408813,0.870881,923
18,1586.73,0.349168,0.924658,1256
19,1678.24,0.382488,0.891053,1189
20,1768.41,0.590444,0.90733,698
33,2600.13,0.731117,0.934427,630
34,2812.77,0.672385,0.922121,796
36,3472.23,0.886591,0.938299,738
44,3571.82,0.977587,0.945068,651
45,4219.16,3.17015,0.950065,320
51,4290.49,1.29751,0.943374,492
52,4394.12,1.55155,0.883821,429
53,5044.15,2.10112,0.913185,322
59,6189.45,3.87447,0.934096,284
69,6677.98,3.51665,0.890044,324
73,7173.25,2.02819,0.714338,446
77,7819.24,1.79256,0.648427,454
82,9198.71,1.81668,0.594148,431
