partial,f,sigma,r2,fittedFrameCount
1,26.9165,0.217956,0.919481,1273
2,55.1788,0.251436,0.959898,1276
3,82.0953,0.226442,0.934779,1273
4,109.012,0.146022,0.666048,1274
5,135.928,0.169906,0.805602,1275
6,164.191,0.226164,0.859728,1275
11,302.811,0.123808,0.616149,1275
13,357.99,0.183877,0.887527,1275
14,386.252,0.215785,0.917618,1274
15,415.86,0.311416,0.793305,1272
16,442.776,0.203614,0.812505,1276
17,472.385,0.183625,0.780648,1275
18,501.993,0.200791,0.791659,1271
19,530.255,0.187297,0.830141,1272
20,559.863,0.208816,0.814541,1270
21,589.471,0.137062,0.652969,1274
22,619.08,0.226834,0.936317,1274
23,648.688,0.24013,0.95274,1274
24,679.642,0.281919,0.974906,1276
25,710.596,0.263223,0.947258,1272
26,741.55,0.25752,0.953197,1271
27,771.158,0.291869,0.978831,1271
28,803.458,0.295001,0.961419,1264
29,835.757,0.376825,0.991309,1262
30,866.711,0.35834,0.987897,1260
31,899.011,0.365436,0.973209,1271
32,931.311,0.413854,0.956996,1209
33,964.957,0.543345,0.971353,1040
34,997.256,0.536489,0.99483,1030
35,1030.9,0.473145,0.997882,1171
36,1064.55,0.491385,0.995353,1161
37,1096.85,0.522827,0.998351,1097
39,1149.33,1.07186,0.999975,541
40,1178.94,1.07144,0.999966,545
41,1208.55,0.734799,0.990448,752
42,1240.85,0.715261,0.988323,775
43,1275.84,0.807224,0.990242,699
44,1313.53,0.805424,0.987416,673
45,1349.86,0.975776,0.989894,577
46,1386.2,0.970138,0.994777,568
47,1425.23,1.0721,0.999738,546
48,1462.91,1.09324,0.98571,493
49,1500.6,1.25706,0.993521,452
50,1539.62,1.25488,0.975532,413
51,1580,1.33707,0.961053,407
52,1620.37,1.29782,0.962241,401
53,1659.4,1.48755,0.99332,387
54,1699.78,1.42057,0.992693,392
55,1733.42,1.49967,0.999957,389
56,1775.14,1.73882,0.999856,333
60,1912.42,2.23816,0.973012,240
61,1955.48,2.61308,0.988256,220
62,1999.9,2.5066,0.999814,226
63,2044.31,1.91841,0.938996,238
64,2088.72,2.6089,0.999976,220
65,2135.82,2.55436,0.997252,216
66,2181.58,2.49832,0.989906,235
67,2227.34,2.49542,0.981459,214
68,2274.44,2.9937,0.998526,181
69,2318.86,2.81507,0.99648,200
74,2519.38,3.30699,0.99559,169
75,2567.83,3.50821,0.979173,150
76,2618.98,3.17731,0.976986,150
77,2666.08,2.63664,0.961003,183
84,2989.08,5.01489,0.999711,107
94,3102.13,4.36119,0.991038,223
96,3155.96,4.90683,0.998711,194
