partial,f,sigma,r2,fittedFrameCount
1,61.908,0.277384,0.86593,1270
2,123.816,0.306054,0.916938,1268
3,184.378,0.31751,0.89371,1268
4,246.286,0.209847,0.72701,1271
5,308.194,0.221912,0.767879,1273
9,555.826,0.1979,0.760656,1272
10,617.734,0.215125,0.857902,1273
12,742.896,0.178392,0.717524,1269
13,804.803,0.2505,0.695844,1257
14,866.711,0.19374,0.74293,1273
15,929.965,0.214987,0.685276,1266
16,993.219,0.236755,0.825555,1271
17,1056.47,0.275255,0.877755,1271
18,1119.73,0.231819,0.821234,1270
19,1182.98,0.315914,0.894083,1269
20,1247.58,0.282237,0.793108,1260
21,1312.18,0.38302,0.958545,1214
27,1734.77,0.495754,0.963277,886
34,2227.34,0.433043,0.945108,1210
35,2295.98,0.466335,0.965982,1259
36,2364.61,0.505964,0.964507,1086
37,2433.25,0.563103,0.932692,874
38,2501.89,0.622529,0.980268,926
39,2571.87,0.557113,0.953281,962
45,2854.5,0.58844,0.984032,926
49,2924.48,0.686836,0.983848,746
50,2998.5,0.620587,0.987197,873
51,3068.48,0.721924,0.969592,911
52,3364.56,0.804161,0.934125,720
53,4225.89,1.2084,0.973136,565
67,5069.72,1.74244,0.959726,368
77,5379.26,2.82485,0.942484,384
81,5473.47,2.90986,0.946254,375
82,5914.9,2.93662,0.882492,370
86,6489.57,3.79241,0.859064,210
92,7605.26,4.93945,0.914526,236
