partial,f,sigma,r2,fittedFrameCount
1,48.4497,0.272394,0.808147,1261
2,98.2452,0.263207,0.829894,1272
3,146.695,0.255717,0.877413,1269
4,195.145,0.231626,0.897498,1269
5,244.94,0.209515,0.825917,1273
7,341.84,0.22292,0.791755,1270
8,391.635,0.236633,0.934498,1270
9,440.085,0.157623,0.827394,1276
10,489.88,0.337463,0.852598,1272
11,539.676,0.147494,0.677429,1270
12,588.126,0.214324,0.620564,1271
13,637.921,0.257489,0.754016,1253
14,687.717,0.21275,0.904162,1257
15,737.512,0.214345,0.799139,1271
16,787.308,0.227624,0.768673,1269
17,837.103,0.211753,0.622892,1268
18,886.899,0.238538,0.780724,1270
19,936.694,0.276677,0.822094,1272
20,987.836,0.302694,0.764807,1264
21,1038.98,0.236531,0.697796,1261
22,1091.46,0.302203,0.883187,1262
23,1143.95,0.237023,0.741825,1269
25,1274.5,0.74723,0.875506,687
26,1325.64,0.748548,0.856447,694
27,1375.43,0.628717,0.914873,784
28,1425.23,0.665032,0.846853,732
29,1475.02,0.565281,0.865389,847
32,1658.06,0.471034,0.968639,1151
33,1713.24,0.435318,0.931092,1224
34,1767.07,0.568387,0.946319,869
35,1819.56,0.484615,0.950491,1088
36,1873.39,0.503676,0.945778,1103
37,1928.57,0.543866,0.944178,1015
38,1983.75,0.489138,0.979337,1136
39,2038.93,0.550906,0.969915,1064
41,2177.55,0.789851,0.936971,675
43,2279.83,0.719118,0.914069,597
45,2431.91,0.775633,0.951869,702
46,2488.43,0.692229,0.939872,629
48,2604.17,0.83511,0.969764,663
49,2687.61,0.810202,0.895423,525
50,2725.3,1.0216,0.998294,559
54,2843.73,0.862491,0.951683,568
59,3207.1,1.12876,0.956928,564
65,3462.81,1.29098,0.963103,511
69,3524.72,1.27567,0.942938,494
70,4033.44,1.96539,0.960061,356
77,4260.88,2.36779,0.89462,288
80,4760.18,3.63305,0.942223,288
87,5438.48,4.0082,0.93177,287
95,6049.48,4.3963,0.862969,185
