partial,f,sigma,r2,fittedFrameCount
1,92.8619,0.254595,0.853646,1268
3,277.24,0.173719,0.616603,1272
4,370.102,0.30635,0.80557,1119
6,554.48,0.207476,0.713891,1272
7,647.342,0.202209,0.645508,1265
9,834.412,0.250772,0.811796,1264
10,927.274,0.220963,0.723477,1268
11,1021.48,0.293962,0.90461,1270
12,1114.34,0.308688,0.856697,1265
13,1208.55,0.238557,0.764273,1268
14,1302.76,0.28995,0.768577,1263
15,1396.97,0.421997,0.870069,913
16,1492.52,0.343806,0.918002,1252
17,1586.73,0.414642,0.920718,1250
18,1682.28,0.500972,0.949932,972
19,1777.84,0.421774,0.935203,1087
20,1874.73,0.454912,0.946327,1123
21,1972.98,0.491457,0.926259,1017
22,2071.23,0.62897,0.947287,871
28,2699.73,0.867477,0.926442,468
31,2760.29,0.742618,0.931516,607
34,2946.01,0.660991,0.96182,694
36,3065.79,0.701324,0.939191,873
37,3271.7,0.897637,0.95961,683
39,3908.28,1.2793,0.95511,500
46,4570.42,1.51705,0.957424,443
52,4682.13,1.48444,0.937813,414
53,5381.96,2.57201,0.926153,326
59,6616.08,3.97794,0.843641,203
70,7011.75,2.79599,0.808677,385
73,7271.49,1.96597,0.689933,457
