partial,f,sigma,r2,fittedFrameCount
1,261.09,0.390223,0.804173,753
2,523.526,0.414429,0.899279,753
4,1048.4,0.354813,0.686874,750
5,1313.53,0.470979,0.841886,744
6,1578.65,0.507208,0.924413,742
7,1846.47,0.591566,0.887578,701
8,2116.98,0.675364,0.943262,739
12,3216.52,1.24041,0.977739,571
14,4075.16,1.50758,0.955769,419
18,4967.44,2.42713,0.934706,261
21,5276.98,2.94582,0.911004,239
22,5906.83,4.10192,0.908466,180
24,6883.9,6.05234,0.876268,130
27,7571.61,8.13999,0.944105,139
29,7922.87,7.25226,0.892758,153
30,8279.52,4.64727,0.755523,212
