partial,f,sigma,r2,fittedFrameCount
1,146.695,0.337525,0.909093,1008
5,734.821,0.229443,0.648152,1013
6,882.861,0.36041,0.898947,1008
7,1030.9,0.371471,0.87704,1004
8,1178.94,0.386,0.806273,1001
9,1328.33,0.394933,0.88361,997
10,1479.06,0.400071,0.825489,906
11,1627.1,0.384257,0.852112,929
12,1781.87,0.439898,0.86794,929
20,2701.07,0.770611,0.940377,708
21,2858.53,0.814347,0.961868,641
22,3017.34,0.801771,0.971567,835
23,3499.15,1.14492,0.965632,585
26,4162.64,1.3665,0.954929,456
31,4676.74,1.79545,0.930353,337
34,5567.68,2.48103,0.930344,250
39,6582.43,4.52979,0.898017,194
44,7500.28,5.7819,0.913202,177
48,7917.49,4.38782,0.879523,252
50,8773.43,2.08928,0.638259,379
