partial,f,sigma,r2,fittedFrameCount
1,196.49,0.306173,0.943904,1011
2,391.635,0.212428,0.774923,1012
4,784.616,0.27621,0.713192,1010
5,982.452,0.360827,0.912707,1006
6,1180.29,0.365214,0.860048,1008
7,1378.12,0.310194,0.813272,1002
8,1577.31,0.369239,0.884115,947
9,1779.18,0.419248,0.937893,1005
10,1981.05,0.497021,0.97154,934
11,2184.27,0.572979,0.886391,720
12,2388.84,0.614503,0.958571,901
13,2594.75,0.841427,0.948646,676
14,2803.35,0.918706,0.963681,565
15,3011.96,1.00538,0.941037,616
18,3225.94,1.02042,0.911929,551
19,3873.28,2.03133,0.834565,312
22,5002.43,3.41795,0.877424,287
