partial,f,sigma,r2,fittedFrameCount
1,39.0289,0.185587,0.847447,1278
2,78.0579,0.17034,0.831721,1275
3,115.741,0.158926,0.807989,1276
4,154.77,0.121551,0.679571,1277
5,193.799,0.159963,0.821527,1276
6,232.828,0.177548,0.837392,1217
7,271.857,0.165984,0.817993,1259
9,349.915,0.141699,0.692618,1277
10,388.943,0.180603,0.84178,1276
11,427.972,0.142183,0.737856,1278
12,467.001,0.221109,0.910638,1274
13,506.03,0.176006,0.841753,1273
14,550.443,0.179037,0.838839,1275
15,585.434,0.229679,0.941754,1274
16,624.463,0.176894,0.777517,1275
17,664.838,0.186515,0.777576,1273
18,703.867,0.193563,0.87545,1275
19,744.241,0.202202,0.918337,1274
20,784.616,0.233531,0.909415,1271
21,824.991,0.215033,0.826413,1269
22,865.366,0.229981,0.888274,1268
23,907.086,0.301572,0.981439,1272
24,947.461,0.262019,0.906061,1276
25,990.527,0.308911,0.950535,1270
26,1032.25,0.343089,0.960626,1256
27,1099.54,2.63261,0.970384,241
35,1454.84,0.519448,0.97529,1055
36,1499.25,0.511847,0.96491,1059
37,1545.01,0.572182,0.974272,988
38,1588.07,0.551127,0.983275,993
39,1633.83,0.668726,0.977677,868
40,1678.24,0.628804,0.989199,876
41,1724,0.669165,0.999482,868
42,1769.76,0.732129,0.987035,748
43,1816.86,0.779102,0.99452,728
44,1862.62,0.802881,0.982936,679
45,1909.73,0.828723,0.952256,660
46,1956.83,0.863606,0.972571,643
53,2345.77,1.01099,0.984535,542
54,2396.91,1.20839,0.998489,453
59,2653.97,1.12852,0.963223,407
67,3033.49,1.87623,0.957527,343
74,3302.66,2.26599,0.906739,320
79,3613.54,2.77146,0.886218,387
84,3672.76,1.67375,0.760869,530
