partial,f,sigma,r2,fittedFrameCount
1,164.191,0.392651,0.811598,918
2,329.727,0.21006,0.63697,1013
3,493.918,0.181475,0.644425,1016
4,659.454,0.333231,0.789615,1003
5,824.991,0.242137,0.756232,1013
6,990.527,0.30224,0.919699,1004
8,1324.29,0.40586,0.884716,1006
9,1491.17,0.398235,0.905629,1006
10,1659.4,0.381383,0.853688,835
11,1828.98,0.412507,0.938837,1002
12,2001.24,0.375454,0.919393,953
18,2688.96,0.60166,0.926509,883
19,3217.87,0.829369,0.909242,647
22,3945.96,1.60903,0.777287,486
27,4133.03,2.39462,0.886453,388
28,4511.21,2.48433,0.864471,425
30,4700.97,1.93324,0.775099,499
31,5489.62,2.67655,0.849132,428
