partial,f,sigma,r2,fittedFrameCount
1,36.3373,0.155795,0.725686,1279
2,72.6746,0.187494,0.874583,1275
3,109.012,0.136594,0.634782,1276
4,146.695,0.129544,0.664209,1277
6,219.37,0.147155,0.639602,1276
7,255.707,0.145091,0.784795,1276
8,293.39,0.172117,0.886242,1274
10,366.064,0.144637,0.718523,1276
11,403.748,0.151584,0.620974,1274
12,440.085,0.174858,0.671488,1275
13,477.768,0.220441,0.930284,1274
14,514.105,0.168269,0.847588,1273
15,551.788,0.150784,0.677015,1276
16,589.471,0.166783,0.760444,1276
17,627.155,0.226268,0.921232,1275
18,664.838,0.212431,0.861029,1273
19,702.521,0.195751,0.798798,1274
20,740.204,0.185455,0.856519,1274
21,777.887,0.195253,0.851063,1271
22,815.57,0.211656,0.898199,1272
23,854.599,0.229072,0.922404,1268
24,893.628,0.255139,0.92868,1278
25,934.003,0.285186,0.927965,1277
27,1028.21,3.51508,0.943518,148
34,1329.68,0.404716,0.935569,1277
35,1371.4,0.459823,0.984878,1174
36,1413.12,0.510724,0.984417,1078
37,1454.84,0.532209,0.963213,1003
38,1496.56,0.504595,0.995874,1129
39,1540.97,0.486667,0.812572,845
40,1581.34,0.701257,0.948927,787
41,1624.41,0.633734,0.961327,852
42,1667.48,0.617307,0.975991,873
43,1710.54,0.675848,0.992872,855
44,1753.61,0.781937,0.926832,648
45,1799.37,0.807344,0.937968,690
50,2055.08,2.75129,0.978795,206
51,2112.95,0.936074,0.981979,575
52,2160.05,1.00777,0.953966,519
53,2207.15,0.945301,0.972221,572
54,2254.26,1.06065,0.94194,486
55,2301.36,1.12214,0.947783,435
57,2396.91,1.13733,0.96881,393
60,2570.53,1.30245,0.987874,413
69,3084.63,1.92118,0.945872,324
79,3170.76,2.48787,0.893006,323
80,3597.39,2.5579,0.797413,344
88,4624.26,3.3959,0.893089,337
