partial,f,sigma,r2,fittedFrameCount
1,103.629,0.32311,0.834718,1266
4,414.514,0.171683,0.635853,1264
6,623.117,0.260527,0.889882,1264
7,728.091,0.245546,0.800733,1271
8,831.72,0.229173,0.841682,1271
9,936.694,0.343578,0.841212,1267
10,1041.67,0.226656,0.773829,1268
11,1146.64,0.205255,0.834694,1271
12,1251.62,0.272195,0.816654,1265
13,1357.94,0.300921,0.94099,1269
14,1464.26,0.415014,0.9469,1102
15,1570.58,0.333355,0.817386,1093
16,1676.9,0.361405,0.857939,1271
17,1784.56,0.342994,0.886939,1219
18,1892.23,0.407392,0.933102,1201
19,2001.24,0.410051,0.912598,1153
20,2110.25,0.475581,0.888747,858
21,2217.92,0.522287,0.904781,912
22,2328.28,0.51297,0.964977,978
23,2438.64,0.470848,0.977092,1124
24,2550.34,0.622612,0.932237,756
28,3114.24,0.769726,0.890508,715
34,3228.63,0.85252,0.928014,694
35,3345.72,0.917555,0.874337,564
36,3461.46,1.43238,0.79835,471
37,3816.76,2.10514,0.868239,420
41,4550.23,2.59047,0.930947,405
47,4801.9,2.74154,0.881611,408
49,4846.32,1.91503,0.813057,409
