partial,f,sigma,r2,fittedFrameCount
1,40.3748,0.194775,0.904946,1278
2,82.0953,0.165764,0.824192,1276
3,122.47,0.17017,0.825796,1276
4,164.191,0.203103,0.939019,1279
6,246.286,0.144444,0.76534,1277
8,328.381,0.150186,0.758439,1277
9,370.102,0.164504,0.846279,1275
12,495.264,0.158761,0.785468,1274
13,536.984,0.196,0.860713,1274
14,578.705,0.188563,0.810798,1274
15,620.425,0.20378,0.85548,1275
16,662.146,0.175167,0.701383,1275
17,705.212,0.184153,0.888645,1278
18,746.933,0.186935,0.843235,1275
19,789.999,0.248386,0.953107,1279
20,831.72,0.232223,0.889612,1274
21,874.786,0.250648,0.916737,1268
22,917.853,0.282879,0.960187,1270
23,960.919,0.284807,0.939679,1273
24,1005.33,0.304606,0.912638,1277
25,1049.74,0.31424,0.979976,1277
26,1094.16,0.311651,0.939928,1278
27,1154.72,1.54224,0.993166,363
37,1637.87,0.644715,0.939573,895
38,1687.66,0.763039,0.987338,687
39,1733.42,0.673002,0.873822,648
40,1783.22,0.693772,0.972848,768
41,1831.67,0.693216,0.950354,772
42,1880.12,0.854547,0.999271,709
43,1928.57,0.780137,0.96719,688
44,1978.36,0.795915,0.999957,738
45,2028.16,0.817171,0.993621,677
46,2079.3,0.873158,0.989663,598
50,2310.78,2.77949,0.983419,189
60,2888.14,2.49466,0.967574,209
69,2937.94,1.25763,0.937787,333
70,3465.5,2.63984,0.942113,284
79,4042.86,3.2393,0.941585,315
88,4621.56,1.67256,0.661701,496
