partial,f,sigma,r2,fittedFrameCount
1,196.49,0.290183,0.912113,1260
2,391.635,0.357399,0.740935,1258
3,588.126,0.315978,0.900123,1251
4,784.616,0.450707,0.827685,986
5,982.452,0.325876,0.895922,1253
6,1180.29,0.275864,0.798939,1255
7,1378.12,0.253696,0.776832,1226
8,1577.31,0.299991,0.796873,1246
9,1777.84,0.440136,0.909226,797
10,1981.05,0.335621,0.864444,1184
11,2184.27,0.300015,0.938294,1249
12,2388.84,0.532937,0.896409,931
13,2594.75,0.436948,0.761045,697
14,2803.35,0.474126,0.794332,629
15,3011.96,0.384518,0.88274,1268
18,3224.6,0.427618,0.854405,1104
19,3873.28,0.676922,0.915807,782
22,4094,0.605369,0.882881,820
24,4316.06,0.772836,0.867593,645
25,5003.78,1.23835,0.956026,550
28,5473.47,1.3976,0.914262,394
30,6710.28,2.50319,0.864886,227
36,9166.42,6.35237,0.887804,176
