partial,f,sigma,r2,fittedFrameCount
1,68.6371,0.266106,0.86809,1682
2,138.62,0.244183,0.792506,1688
3,207.257,0.226209,0.747734,1686
4,277.24,0.23963,0.859414,1693
5,345.877,0.192779,0.744639,1694
6,415.86,0.274713,0.943185,1692
7,484.497,0.368988,0.94437,1160
8,554.48,0.275121,0.91619,1688
9,624.463,0.202162,0.741597,1691
10,693.1,0.179507,0.79174,1678
11,763.083,0.212207,0.864092,1681
12,833.066,0.207992,0.76265,1695
13,903.049,0.560236,0.93217,827
14,973.032,0.214599,0.792167,1689
15,1044.36,0.354677,0.727783,1003
16,1114.34,0.205411,0.732062,1692
17,1185.67,0.205851,0.855286,1687
19,1328.33,0.35629,0.715224,856
20,1401,0.22811,0.775749,1521
26,1873.39,2.24094,0.998055,233
27,1947.41,1.98975,0.999935,286
28,2017.39,2.30792,0.99745,256
29,2087.38,2.80479,0.993201,206
34,2499.2,0.647311,0.913073,698
35,2575.91,0.546926,0.88204,826
36,2652.62,0.481778,0.901689,1027
37,2727.99,0.554732,0.986424,993
38,2806.05,0.604722,0.912952,757
43,3199.03,0.734308,0.95192,901
49,3277.08,0.80053,0.940937,753
50,3933.85,0.937139,0.948866,665
58,4017.29,1.21751,0.857941,538
59,4688.85,1.58296,0.931159,396
61,5628.24,2.26945,0.899621,264
77,7502.98,3.7667,0.89254,317
