partial,f,sigma,r2,fittedFrameCount
1,232.828,0.27624,0.962836,1267
2,465.656,0.363538,0.772415,1257
4,934.003,0.228332,0.696017,1265
5,1168.18,0.282647,0.842182,1159
6,1405.04,0.436154,0.8963,951
7,1641.91,0.284973,0.727484,988
8,1885.5,0.372628,0.95332,1260
13,3102.13,0.472485,0.913968,1110
15,3352.45,0.553672,0.932493,922
16,3606.81,0.633945,0.908375,842
17,3863.86,0.738087,0.805585,607
18,4387.39,1.04918,0.84949,464
21,4923.03,1.26541,0.860242,405
23,5197.58,1.85942,0.792711,337
24,5474.82,1.88542,0.825301,263
25,6042.75,2.9787,0.796098,254
27,7231.12,4.44828,0.876304,258
30,7856.93,3.48787,0.758321,286
32,8175.89,3.43951,0.766725,279
