partial,f,sigma,r2,fittedFrameCount
1,164.191,0.238439,0.890673,1268
2,329.727,0.26806,0.714313,1265
3,493.918,0.365638,0.928187,1160
4,659.454,0.256544,0.735676,1266
5,824.991,0.206233,0.761242,1271
6,990.527,0.336826,0.746513,762
8,1324.29,0.419084,0.860728,834
9,1491.17,0.344874,0.92641,1264
11,1828.98,0.257309,0.822822,1089
12,2001.24,0.326251,0.905115,1260
18,2688.96,0.333712,0.874456,909
19,3219.21,0.378701,0.864404,1218
22,3398.21,0.611704,0.883055,717
23,3945.96,0.454372,0.920926,1022
27,4131.68,0.472863,0.843692,917
28,5486.93,1.08394,0.819446,432
35,5688.8,1.41043,0.676681,299
36,6099.28,2.91106,0.871221,351
38,7169.21,3.0473,0.824267,350
43,7389.93,3.0978,0.833015,353
