partial,f,sigma,r2,fittedFrameCount
2,103.629,0.210016,0.869025,1700
3,154.77,0.205373,0.925768,1701
4,207.257,0.196864,0.863602,1699
5,258.398,0.230555,0.941843,1698
6,310.886,0.204064,0.916039,1700
7,363.373,0.177185,0.820422,1701
8,414.514,0.142906,0.672808,1703
9,467.001,0.203479,0.732627,1699
10,519.489,0.177542,0.764727,1701
11,570.63,0.17642,0.785462,1699
12,623.117,0.175031,0.852946,1700
14,728.091,0.194094,0.792943,1690
15,780.579,0.175196,0.736867,1700
16,834.412,0.165547,0.684059,1701
17,886.899,0.172554,0.805132,1699
18,939.386,0.158616,0.609791,1695
19,993.219,0.256484,0.906028,1687
20,1047.05,0.329387,0.892264,1503
21,1102.23,0.268805,0.907251,1678
22,1157.41,0.244923,0.906185,1694
26,1403.7,0.929467,0.858712,526
28,1508.67,1.00393,0.89088,486
29,1566.54,0.694844,0.847364,642
30,1621.72,0.622036,0.810786,700
31,1697.09,0.522435,0.958164,1042
32,1754.96,0.473458,0.914409,1044
33,1811.48,0.458674,0.932096,1046
34,1868.01,0.517925,0.937538,893
35,1924.53,0.546827,0.897131,876
36,1981.05,0.530013,0.977033,993
37,2037.58,0.54419,0.972151,1053
38,2098.14,0.721132,0.984479,833
39,2161.4,1.10032,0.706452,195
41,2305.4,0.80986,0.958729,592
43,2444.02,0.733646,0.960944,732
44,2505.93,0.761664,0.967193,732
45,2566.49,0.819334,0.975871,688
46,2625.71,0.93038,0.959459,591
48,2750.87,0.882767,0.976801,584
53,2932.55,1.05071,0.97011,492
58,3602.77,1.69572,0.937094,570
68,4322.79,1.82006,0.88275,507
78,5372.53,2.29306,0.875406,441
91,5530,1.18408,0.770061,673
93,6482.84,1.27232,0.718053,591
