partial,f,sigma,r2,fittedFrameCount
1,78.0579,0.210245,0.847688,1692
2,154.77,0.251242,0.911991,1688
3,232.828,0.157267,0.87033,1700
4,310.886,0.334834,0.972816,1348
6,467.001,0.271086,0.919247,1418
7,545.059,0.194903,0.6107,1686
8,621.771,0.212654,0.811161,1687
9,701.175,0.142253,0.666427,1701
10,779.233,0.165682,0.641686,1692
11,857.291,0.170552,0.762268,1695
12,935.349,0.256428,0.856724,1690
13,1014.75,0.215671,0.699634,1693
14,1094.16,0.154794,0.703635,1689
15,1172.21,0.190411,0.750073,1679
16,1251.62,0.677947,0.900038,553
17,1331.02,0.341687,0.852492,1097
18,1411.77,0.243063,0.870571,1601
19,1492.52,0.160734,0.676947,1698
20,1574.62,0.218085,0.741871,1625
21,1656.71,0.403364,0.90188,852
27,2186.97,2.51204,0.997471,234
28,2266.37,2.3692,0.948211,260
29,2345.77,2.52118,0.930315,237
36,2989.08,0.583971,0.927808,808
37,3075.21,0.550093,0.974848,1129
43,3239.4,0.815955,0.957412,815
45,3882.71,1.3931,0.794788,500
53,4321.44,2.15254,0.932482,498
54,5399.45,1.8151,0.875613,297
68,5543.45,2.53747,0.890397,450
70,6481.49,1.93144,0.712962,451
