partial,f,sigma,r2,fittedFrameCount
1,45.7581,0.21679,0.930107,1700
2,92.8619,0.274993,0.978334,1695
3,138.62,0.18304,0.909717,1701
4,184.378,0.207607,0.903972,1698
5,230.136,0.187408,0.921292,1703
6,277.24,0.159628,0.715553,1697
7,322.998,0.17513,0.774626,1699
8,368.756,0.190741,0.781374,1705
9,415.86,0.204877,0.811851,1701
10,461.618,0.309643,0.920108,1430
11,508.722,0.208895,0.797068,1699
12,555.826,0.172179,0.650641,1696
13,601.584,0.169188,0.696096,1694
14,648.688,0.176739,0.716902,1696
15,695.792,0.133405,0.64026,1701
16,742.896,0.178214,0.752105,1695
17,789.999,0.17081,0.725048,1691
19,885.553,0.217759,0.822799,1697
20,932.657,0.185231,0.667141,1695
21,981.107,0.187985,0.805424,1693
22,1029.56,0.206554,0.70077,1426
23,1079.35,0.206486,0.747027,1692
25,1204.51,1.03272,0.883238,478
26,1251.62,1.33951,0.913378,416
27,1297.38,1.53405,0.958846,381
29,1391.58,1.30874,0.904403,429
30,1438.69,1.06151,0.815544,510
33,1619.03,0.434646,0.960988,1112
34,1670.17,0.498562,0.925115,977
35,1722.66,0.504378,0.900653,977
36,1773.8,0.463585,0.90472,1030
37,1824.94,0.538771,0.970308,887
38,1877.43,0.52552,0.894275,874
39,1928.57,0.616508,0.860878,666
40,1982.4,0.518161,0.947278,851
41,2056.42,1.05512,0.870504,534
50,2581.29,1.01261,0.978599,520
51,2639.16,0.911496,0.987668,560
52,2697.03,0.966153,0.967934,538
60,3289.2,1.59839,0.892763,482
63,3945.96,2.23417,0.923817,319
79,4600.03,2.4437,0.891756,422
88,5918.94,3.19053,0.903853,345
