partial,f,sigma,r2,fittedFrameCount
1,154.77,0.182759,0.73006,1270
2,310.886,0.294655,0.838394,1267
3,467.001,0.242569,0.809099,1256
4,621.771,0.254128,0.807363,1268
5,777.887,0.235186,0.760698,1265
6,935.349,0.220605,0.771658,1263
7,1091.46,0.233557,0.7363,1261
8,1248.93,0.243044,0.88356,1262
9,1406.39,0.239236,0.689904,1259
10,1565.19,0.231967,0.635103,1267
11,1725.35,0.227182,0.73218,1264
12,1888.19,0.278821,0.777594,1158
19,3028.11,0.29119,0.757009,1287
22,3196.33,0.321607,0.788738,1285
23,3365.91,0.547741,0.81095,882
24,3535.48,0.593899,0.904763,939
25,3881.36,0.328754,0.691669,1017
28,4955.33,0.781707,0.841816,676
34,5139.71,0.955974,0.805241,503
35,5326.78,0.932952,0.808629,491
36,6488.22,1.56007,0.806451,310
42,6691.44,3.13867,0.868974,310
43,6922.92,3.31236,0.915245,301
44,7947.1,3.4554,0.850072,301
