partial,f,sigma,r2,fittedFrameCount
1,57.8705,0.238572,0.707936,1695
2,115.741,0.157361,0.654008,1697
3,174.957,0.193876,0.857922,1695
4,232.828,0.21123,0.87368,1702
5,290.698,0.206398,0.703874,1698
6,348.569,0.17757,0.794229,1699
7,407.785,0.162598,0.613551,1697
8,465.656,0.201416,0.70282,1689
9,523.526,0.163135,0.816991,1702
10,582.742,0.190622,0.654166,1694
11,640.613,0.21666,0.792393,1691
12,699.829,0.135492,0.819833,1699
13,759.045,0.273971,0.900637,1406
15,876.132,0.14853,0.649346,1694
16,935.349,0.168586,0.788586,1698
17,994.565,0.185715,0.68197,1697
18,1053.78,0.175881,0.741938,1695
19,1114.34,0.164005,0.685061,1699
20,1176.25,0.198666,0.785033,1698
26,1575.96,1.75381,0.996552,319
27,1633.83,1.62054,0.992767,382
28,1693.05,1.53868,0.99574,344
29,1752.26,1.17471,0.937224,440
30,1837.05,0.342632,0.875459,1389
31,1898.96,0.366174,0.892265,1252
32,1960.87,0.366805,0.94623,1525
33,2022.78,0.356883,0.883037,1256
34,2084.68,0.407416,0.915609,1137
35,2149.28,0.453544,0.937267,1081
37,2298.67,3.17578,0.878587,155
41,2593.41,0.562796,0.9224,887
42,2656.66,0.524246,0.943201,892
43,2722.6,0.616285,0.941303,835
44,2787.2,0.590278,0.932012,860
51,3068.48,0.857163,0.898791,815
55,3116.93,0.725919,0.9277,790
56,3184.22,0.93431,0.874437,784
57,3836.95,1.58846,0.950587,628
65,3875.98,1.54306,0.927785,676
66,4604.07,2.4126,0.94586,454
75,4980.9,2.55461,0.9222,429
80,5371.19,2.01284,0.852674,482
84,6138.31,3.55221,0.92697,310
92,6900.05,1.22471,0.669819,625
