partial,f,sigma,r2,fittedFrameCount
1,110.358,0.160545,0.856815,1697
2,219.37,0.269206,0.93448,1681
3,329.727,0.222844,0.97212,1692
4,440.085,0.170222,0.717495,1693
5,550.443,0.221086,0.921478,1695
6,660.8,0.1925,0.82567,1697
7,771.158,0.176857,0.681109,1698
8,881.516,0.147726,0.611739,1696
9,991.873,0.133478,0.613728,1697
10,1103.58,0.196544,0.739562,1695
11,1216.63,0.372921,0.938773,1152
12,1331.02,0.217635,0.816612,1695
23,2701.07,0.221226,0.698425,1329
24,2819.5,0.614468,0.955388,664
26,2939.28,0.342089,0.872156,1130
29,3059.06,0.303397,0.816291,1415
30,3422.43,0.457716,0.87038,1118
33,3544.9,0.47409,0.90581,1036
34,3668.72,0.519209,0.857078,864
35,4044.2,0.671082,0.863152,692
36,5224.49,1.20586,0.951575,511
46,5497.7,1.35905,0.717562,436
48,5636.32,2.22674,0.882129,447
49,6638.96,2.34458,0.835495,473
