partial,f,sigma,r2,fittedFrameCount
1,130.545,0.207341,0.824643,1269
2,261.09,0.308534,0.934596,1262
3,391.635,0.28972,0.921679,1264
4,523.526,0.256359,0.908753,1266
5,654.071,0.229684,0.911746,1269
6,785.962,0.199135,0.865574,1269
8,1049.74,0.26221,0.935289,1266
9,1181.63,0.290104,0.871346,1261
10,1314.87,0.191303,0.673321,1267
11,1448.11,0.709173,0.954554,608
12,1585.38,0.216181,0.779766,1268
22,3096.74,0.401627,0.930872,1286
26,3240.75,0.368166,0.931088,1289
27,3971.53,0.532665,0.9125,974
32,4273,0.629326,0.883999,855
34,5369.84,1.10221,0.898719,477
41,5532.69,1.29059,0.859969,393
42,6029.3,2.32789,0.872336,459
45,6369.79,2.94622,0.776643,262
47,7986.13,1.94021,0.742919,465
