partial,f,sigma,r2,fittedFrameCount
1,277.24,0.537557,0.965711,831
2,554.48,0.401646,0.93384,836
3,831.72,0.29065,0.634395,837
4,1111.65,0.517913,0.896365,830
5,1391.58,0.42325,0.939013,828
6,1672.86,0.470832,0.95713,806
7,1956.83,0.438692,0.807905,673
8,2243.49,0.466078,0.775329,822
11,3116.93,0.61968,0.904848,853
13,3415.7,0.679928,0.901277,852
14,4332.21,1.069,0.938031,521
18,5289.09,1.97322,0.928312,298
21,5953.93,2.95381,0.870246,198
23,6297.12,4.53463,0.849986,202
24,7352.24,5.11167,0.841469,216
