partial,f,sigma,r2,fittedFrameCount
1,123.816,0.277129,0.974635,1687
2,246.286,0.194483,0.867088,1694
3,370.102,0.19989,0.775746,1692
4,493.918,0.205827,0.870352,1695
5,617.734,0.171247,0.83368,1688
6,741.55,0.202558,0.703413,1426
8,990.527,0.160046,0.802871,1696
9,1114.34,0.199153,0.804147,1679
10,1239.51,0.771711,0.93693,497
11,1366.01,0.145169,0.779691,1691
23,2915.06,0.335116,0.941404,1199
26,3184.22,0.373727,0.931954,1277
28,3320.15,0.403186,0.901862,1324
29,4013.25,0.599657,0.933028,943
34,5033.39,0.992059,0.888899,513
41,5184.12,1.07627,0.789264,419
42,5334.85,1.18351,0.870598,424
43,5957.97,1.55306,0.81551,314
46,6118.12,1.48338,0.772412,304
47,7274.19,3.78786,0.906895,298
