partial,f,sigma,r2,fittedFrameCount
1,26.9165,0.226955,0.981867,1703
2,55.1788,0.230549,0.981884,1700
3,82.0953,0.193649,0.959358,1701
4,109.012,0.136065,0.857737,1703
5,135.928,0.138767,0.869984,1705
6,164.191,0.140127,0.850004,1704
7,191.107,0.104524,0.687077,1705
8,219.37,0.117144,0.791777,1708
9,246.286,0.11198,0.68263,1705
10,274.548,0.123086,0.773145,1704
11,302.811,0.126068,0.805388,1705
12,331.073,0.127316,0.823164,1704
13,357.99,0.166714,0.94672,1704
14,386.252,0.176292,0.951818,1703
15,415.86,0.156385,0.913441,1703
16,444.122,0.175016,0.949481,1703
17,472.385,0.17196,0.882458,1570
18,501.993,0.181614,0.944531,1699
19,530.255,0.185793,0.939799,1699
20,559.863,0.20661,0.955258,1694
21,589.471,0.204732,0.961849,1700
22,619.08,0.230255,0.96933,1695
23,650.034,0.226345,0.965937,1695
24,679.642,0.268145,0.983918,1701
25,710.596,0.258378,0.982886,1699
26,741.55,0.249309,0.983371,1688
27,772.504,0.286483,0.992371,1686
28,803.458,0.286454,0.990426,1683
29,835.757,0.352875,0.996481,1546
30,866.711,0.365493,0.989885,1464
31,899.011,0.380399,0.989998,1394
32,931.311,0.418778,0.994019,1292
33,964.957,0.452691,0.996735,1238
34,998.602,0.465824,0.993533,1151
35,1030.9,0.463902,0.985316,1230
36,1064.55,0.495496,0.994077,1154
37,1096.85,0.531644,0.996705,1091
38,1130.49,0.659982,0.993367,866
40,1172.21,0.619267,0.970134,866
41,1205.86,0.648317,0.98398,798
42,1240.85,0.729297,0.99115,766
43,1275.84,0.816538,0.993058,700
44,1313.53,0.825607,0.98358,661
45,1349.86,1.1006,0.967461,578
46,1387.55,1.02727,0.963991,513
47,1425.23,1.068,0.999066,541
48,1462.91,1.2045,0.994871,486
49,1500.6,1.26995,0.993284,441
50,1540.97,1.26779,0.984439,412
51,1580,1.2891,0.992989,447
52,1620.37,1.33999,0.988325,431
53,1659.4,1.47711,0.987066,375
54,1699.78,1.42428,0.986626,386
55,1733.42,1.44034,0.995706,414
56,1775.14,1.75443,0.999609,330
60,1912.42,1.89782,0.983235,298
61,1956.83,2.10066,0.995872,284
62,1999.9,2.40574,0.998528,223
63,2044.31,1.53666,0.938915,390
64,2088.72,2.66555,0.999031,219
65,2135.82,2.58779,0.994156,214
66,2178.89,2.49351,0.997667,232
67,2227.34,2.44901,0.97448,198
68,2274.44,2.89323,0.995969,208
74,2519.38,3.04275,0.991956,189
75,2567.83,3.55698,0.976207,145
76,2618.98,3.18808,0.966677,143
77,2666.08,2.32935,0.976113,210
78,2723.95,2.37984,0.84563,232
80,2827.58,4.25179,0.996931,122
81,2880.07,3.65254,0.978796,135
87,2989.08,5.21004,0.999107,105
94,3155.96,0.772788,0.675555,726
