partial,f,sigma,r2,fittedFrameCount
1,30.954,0.219249,0.979841,1697
2,61.908,0.204843,0.977988,1700
3,91.5161,0.140656,0.885136,1704
4,122.47,0.116734,0.786913,1705
5,153.424,0.141379,0.879919,1705
6,184.378,0.107952,0.721966,1705
7,215.332,0.0884203,0.619419,1706
8,246.286,0.108252,0.68063,1707
9,277.24,0.116682,0.790414,1706
10,308.194,0.108239,0.701642,1706
11,339.148,0.103373,0.694408,1706
12,371.448,0.106141,0.693735,1706
13,402.402,0.134597,0.809108,1509
14,433.356,0.134974,0.830655,1704
15,465.656,0.15593,0.835334,1700
16,497.955,0.167301,0.936523,1706
17,528.909,0.183158,0.937236,1699
18,562.555,0.175002,0.932389,1703
19,593.509,0.197748,0.965422,1700
20,627.155,0.196292,0.945834,1699
21,659.454,0.199634,0.939767,1696
22,693.1,0.209243,0.946468,1697
23,725.4,0.201326,0.952579,1699
24,759.045,0.214285,0.963916,1698
25,792.691,0.238052,0.980971,1701
26,826.337,0.262238,0.988186,1696
27,861.328,0.26559,0.982072,1688
28,896.32,0.273528,0.988251,1686
29,929.965,0.319485,0.993179,1670
30,964.957,0.338195,0.998009,1669
31,999.948,0.351086,0.991171,1541
32,1036.29,0.35432,0.98887,1520
33,1071.28,0.430566,0.994691,1244
34,1108.96,0.44415,0.995894,1240
35,1143.95,0.502518,0.995482,1156
36,1181.63,0.466536,0.989768,1168
37,1217.97,0.51764,0.990621,1054
38,1255.65,0.582683,0.990252,935
39,1293.34,0.633466,0.9994,938
40,1331.02,0.636227,0.973204,849
41,1370.05,0.815428,0.950875,709
42,1410.42,0.659168,0.981025,858
43,1449.45,0.694711,0.992931,812
44,1488.48,0.688224,0.992928,817
45,1528.86,0.740794,0.984152,734
46,1569.23,0.826205,0.981054,632
47,1609.61,0.856789,0.997082,670
48,1651.33,0.859399,0.981359,646
49,1694.39,0.880763,0.987066,661
50,1734.77,0.870944,0.933197,564
51,1777.84,1.06223,0.978797,522
52,1820.9,1.27992,0.998545,470
53,1863.97,1.08827,0.982785,502
54,1907.03,1.23953,0.990774,483
55,1950.1,1.32577,0.993979,427
64,2349.81,3.01652,0.937443,187
65,2399.61,1.49598,0.987446,360
71,2674.15,1.9822,0.993727,273
72,2726.64,1.86935,0.995213,297
73,2777.78,2.01595,0.978339,252
74,2832.96,2.02956,0.974279,309
75,2885.45,2.39789,0.979402,228
77,2994.46,2.38178,0.981292,262
78,3289.2,1.49563,0.855544,604
93,3508.57,0.535587,0.761468,1098
