partial,f,sigma,count,meanR2,meanFittedFrameCount
1,493.918,0.332857,5,0.612121,767.6
2,989.182,0.40481,5,0.669313,767.6
3,1487.14,0.4978,5,0.818408,765.4
4,1990.48,0.61306,5,0.937753,762
5,2499.2,0.916755,5,0.948609,678.2
6,3014.65,1.57695,5,0.969014,446.8
8,3538.17,2.13356,5,0.924452,364.8
9,4075.16,2.6729,5,0.896928,278.8
10,4617.53,4.02048,4,0.874145,205.25
11,5179.07,5.1536,4,0.907217,188.25
12,6940.87,5.17444,3,0.74709,206.333
16,7560.85,8.20811,2,0.86196,135.5
17,8182.62,11.852,2,0.929876,79.5
18,8856.88,5.86822,1,0.70329,153
19,9532.48,5.29706,1,0.646699,155
20,10229.6,4.35937,1,0.611424,162
