partial,f,sigma,count,meanR2,meanFittedFrameCount
1,40.3748,0.196876,5,0.914032,1278.6
2,82.0953,0.165058,5,0.828139,1275.8
3,122.47,0.17112,5,0.839111,1276.4
4,164.191,0.209239,5,0.923511,1278.6
6,246.286,0.14151,5,0.748506,1277.2
7,288.007,0.140416,4,0.651927,1276.5
8,328.381,0.15422,5,0.791717,1277
9,370.102,0.169395,5,0.850382,1275
11,453.543,0.130926,3,0.656729,1274.33
12,495.264,0.165951,5,0.804311,1273.8
13,536.984,0.201836,5,0.872768,1272.2
14,578.705,0.191547,5,0.7824,1272.6
15,620.425,0.209451,5,0.867059,1274
16,662.146,0.179214,5,0.709168,1273.6
17,705.212,0.193222,5,0.889154,1276.6
18,746.933,0.192826,5,0.859338,1273.2
19,789.999,0.260222,5,0.958571,1277.8
20,832.527,0.244264,5,0.900005,1271.8
21,875.056,0.258011,5,0.928513,1268.4
22,918.122,0.292786,5,0.964797,1267.4
23,961.458,0.296773,5,0.945777,1269.8
24,1005.33,0.321358,5,0.930614,1275.2
25,1049.74,0.331491,5,0.984456,1275
26,1094.16,0.331232,5,0.957257,1275.6
27,1155.26,1.5722,5,0.994121,357.6
28,1199.13,1.07939,1,0.999292,519
29,1240.85,1.04332,1,0.996681,586
30,1283.92,1.07733,1,0.996979,552
36,1580,1.19107,1,0.998589,438
37,1637.87,0.677264,5,0.931161,797
38,1687.66,0.790699,5,0.987865,674.2
39,1733.15,0.70255,5,0.879044,631.8
40,1783.22,0.72073,5,0.97169,732.4
41,1831.67,0.724016,5,0.950385,751
42,1880.12,0.897729,4,0.999775,665.5
43,1929.11,0.803046,5,0.96686,658
44,1978.7,0.831993,4,0.999956,706.25
45,2028.16,0.861633,4,0.994358,658.25
46,2079.3,0.916244,4,0.989677,596.25
47,2129.99,1.08251,3,0.994643,539.667
48,2181.58,1.0214,3,0.984084,542.333
50,2310.78,2.85309,4,0.985638,187.5
51,2363.27,1.3976,1,0.999622,396
52,2407.68,1.30007,2,0.999613,432
54,2542.26,1.22307,1,0.999584,464
55,2588.02,1.23508,1,0.998749,434
56,2658,1.36851,2,0.979105,375.5
57,2712.74,1.34882,3,0.97211,374.333
58,2768.81,1.24296,3,0.968927,392.667
59,2825.34,1.35271,3,0.970934,388.333
60,2888.48,2.5254,4,0.972234,206
61,2938.39,1.34976,3,0.966416,371
62,2888.14,2.48526,1,0.965512,210
69,3255.01,1.80115,5,0.915826,332.4
70,3465.5,3.21663,2,0.934867,291
79,4043.87,2.43376,4,0.912114,312
88,4621.9,2.56361,4,0.851526,301.25
96,4955.33,4.85775,3,0.926911,176.667
