partial,f,sigma,count,meanR2,meanFittedFrameCount
1,28.2623,0.206856,5,0.889692,1279.4
2,57.8705,0.234744,5,0.934137,1270.8
3,86.1328,0.194219,5,0.901805,1274.4
4,115.741,0.18391,5,0.880102,1274.8
5,145.349,0.170572,5,0.85572,1276.2
8,232.828,0.150283,5,0.857463,1229
9,261.09,0.14265,5,0.709062,1275.6
10,290.698,0.14545,1,0.604219,1275
11,320.306,0.12188,5,0.645138,1276
12,351.26,0.126488,1,0.603913,1276
13,380.869,0.177969,5,0.869133,1274.6
14,410.477,0.155732,5,0.648493,1275.6
15,440.085,0.189181,5,0.882735,1274.6
16,467.809,0.157267,5,0.711756,1273.8
17,501.993,0.161864,5,0.761912,1273.4
18,532.947,0.215962,5,0.932569,1274.8
19,563.901,0.190229,5,0.853925,1276.4
20,594.855,0.277206,5,0.907627,1270.6
21,625.809,0.233134,5,0.928511,1271.6
22,658.109,0.236968,5,0.942991,1272.4
23,689.601,0.23833,5,0.923621,1277.8
24,721.362,0.217607,5,0.889984,1280.2
25,753.931,0.239744,5,0.933575,1277.4
26,787.308,0.255231,5,0.917288,1272.2
27,820.953,0.284875,5,0.956567,1270.4
28,853.522,0.291452,5,0.959459,1269
29,887.168,0.352331,5,0.993146,1269.2
30,921.89,0.31746,5,0.971192,1269
31,955.536,0.347921,5,0.974461,1212.2
32,990.527,0.426995,5,0.935915,1202.8
34,1033.59,0.938721,2,0.996686,551.5
36,1126.46,0.804965,3,0.988116,738.333
37,1157.41,0.983837,4,0.998924,570.25
38,1184.66,0.901913,4,0.992561,681.25
39,1207.21,0.527335,2,0.978149,1010.5
40,1244.89,0.688448,5,0.95999,801.4
41,1282.57,0.642664,5,0.985174,827
42,1320.52,0.696645,5,0.956542,776.6
43,1359.28,0.787952,5,0.958962,697
44,1398.58,0.774543,5,0.998686,706.2
45,1437.34,0.833697,5,0.989191,663.6
46,1477.72,1.02809,5,0.961829,572.2
47,1518.09,0.92435,5,0.966375,587.4
48,1559.81,0.92985,5,0.981751,591.2
49,1600.46,1.66367,5,0.99247,332.2
50,1640.56,1.30351,3,0.997808,435
51,1674.21,1.29841,2,0.999901,445
52,1707.85,1.27587,3,0.999964,453
53,1741.5,1.34142,2,0.999977,432
55,1816.86,1.38987,5,0.995785,402.8
56,1859.39,1.4732,5,0.961982,397.6
57,1904.34,1.81223,5,0.978312,307.4
58,1950.1,1.60288,5,0.930235,330.2
59,1995.52,1.58085,4,0.966298,358.75
60,2042.51,1.83015,3,0.975265,285
61,2088.72,2.42537,2,0.991981,232
62,2135.82,1.84996,4,0.976698,280.75
66,2304.05,1.71391,1,0.997787,302
67,2340.39,1.76015,1,0.999067,298
68,2382.11,2.16713,4,0.969533,233
69,2433.25,2.24409,3,0.987447,230.667
70,2487.09,1.91015,3,0.993642,274
71,2535.53,2.31002,3,0.965516,201.667
72,2588.36,2.67621,4,0.99492,216
73,2643.2,2.74658,3,0.994258,218.333
74,2693,2.63098,4,0.994956,212
75,2718.57,1.90914,2,0.993036,269.5
76,2793.93,3.21922,4,0.974295,173
77,2837,1.93846,1,0.998621,275
78,2876.7,1.94509,2,0.989981,258.5
80,2984.37,2.66346,2,0.983769,209
81,2588.02,2.88066,1,0.979542,165
82,2793.93,4.70721,1,0.969374,103
86,3030.8,3.86214,4,0.959545,231
91,3084.63,3.62243,4,0.96348,233.5
92,3233.68,4.19976,4,0.948127,219
94,3262.28,4.47366,1,0.951974,172
96,3445.31,4.1091,4,0.864169,283
