partial,f,sigma,count,meanR2,meanFittedFrameCount
1,48.4497,0.268912,5,0.836467,1263.6
2,98.2452,0.237248,5,0.757167,1272.8
3,146.695,0.263644,5,0.907738,1269.8
4,195.145,0.203851,5,0.848465,1271.4
5,244.94,0.203454,5,0.819319,1273.4
7,341.84,0.201271,4,0.737605,1272
8,391.635,0.234811,5,0.938275,1273.4
9,440.533,0.142134,3,0.730262,1276.33
10,489.88,0.29937,5,0.828672,1272.4
11,539.676,0.154585,5,0.704536,1270
12,588.126,0.224532,5,0.670136,1271.4
13,637.921,0.250447,5,0.77757,1264
14,687.717,0.200419,5,0.874335,1255.2
15,737.512,0.216974,5,0.797351,1270.4
16,787.308,0.214106,3,0.734383,1271.33
17,837.103,0.218935,5,0.700442,1269.8
18,886.899,0.23897,5,0.799737,1270.8
19,936.964,0.317524,5,0.857383,1268.8
20,987.836,0.282898,5,0.822551,1263.8
21,1038.98,0.263968,5,0.768932,1267.6
22,1091.46,0.284363,5,0.86542,1262.2
23,1143.95,0.254832,5,0.771929,1268.4
25,1274.5,0.76159,3,0.863843,664.667
26,1325.64,0.740435,4,0.872804,672.75
27,1375.43,0.616554,4,0.916136,753.5
28,1425.23,0.653825,4,0.829134,715
29,1474.58,0.585849,3,0.861773,795.667
30,1524.82,0.833738,1,0.881602,610
32,1658.06,0.476376,3,0.968267,1139.67
33,1713.24,0.423216,5,0.911726,1205.2
34,1766.26,0.531558,5,0.935088,951.8
35,1819.56,0.471656,5,0.942931,1035.8
36,1873.66,0.49655,5,0.958312,1122.8
37,1928.57,0.536457,5,0.928692,999
38,1983.75,0.481407,5,0.978154,1138.6
39,2039.26,0.519145,4,0.958854,1028.25
41,2177.55,0.820546,3,0.94079,635.667
42,2228.69,0.716026,1,0.944507,713
43,2279.83,0.712336,2,0.929398,638
45,2431.91,0.777451,3,0.929956,670.333
46,2488.77,0.7316,4,0.955837,686.25
47,2548.99,0.844963,1,0.947175,505
48,2604.62,0.861815,3,0.970492,638.333
49,2676.85,0.861569,2,0.94331,554.5
50,2725.3,1.04522,2,0.977646,555
51,2793.93,0.801445,1,0.963325,622
54,2842.65,0.944603,5,0.944505,507.6
59,3208.11,1.29358,4,0.921158,516.5
65,3462.81,1.48711,4,0.922763,508.25
69,3779.08,1.88212,4,0.940871,417.5
70,3945.29,1.7662,2,0.963072,391
75,4033.44,2.11305,1,0.970095,339
77,4260.88,2.3725,3,0.907929,342
80,4760.18,2.65621,2,0.848971,421.5
81,4760.18,2.8582,1,0.921164,254
87,5439.38,2.91752,3,0.833626,372.667
95,6050.16,3.92024,2,0.901489,189
