partial,f,sigma,count,meanR2,meanFittedFrameCount
1,1768.68,1.72788,5,0.981163,367
2,3574.51,4.53472,5,0.971615,200.6
3,4934.6,9.28506,5,0.983794,107.4
4,7454.53,7.78836,3,0.816148,107.667
