partial,f,sigma,count,meanR2,meanFittedFrameCount
1,36.3373,0.195282,5,0.856836,1276.4
2,72.6746,0.182622,5,0.871478,1275.2
3,109.012,0.143211,5,0.664257,1276
4,146.695,0.143483,5,0.753613,1276.2
6,219.37,0.14992,5,0.658644,1275.6
7,255.707,0.153037,5,0.80345,1276
8,293.39,0.184489,5,0.902234,1275.2
9,329.727,0.113146,2,0.622509,1251.5
10,366.064,0.14777,5,0.730024,1276
11,403.748,0.157377,5,0.648599,1274.2
12,440.085,0.178354,5,0.689596,1274.6
13,477.768,0.226079,5,0.939,1272.8
14,514.374,0.179215,5,0.87622,1272
15,551.788,0.157624,5,0.705461,1275.4
16,589.471,0.173256,5,0.774902,1274.6
17,627.155,0.232481,5,0.930669,1273.8
18,664.838,0.218989,5,0.875099,1272.6
19,702.521,0.201412,5,0.800265,1272.4
20,740.204,0.190541,5,0.867861,1273.8
21,777.887,0.201949,5,0.862662,1271.2
22,816.378,0.21812,5,0.911975,1271
23,854.599,0.237028,5,0.928296,1262.6
24,893.628,0.269537,5,0.932408,1274.8
25,934.003,0.29875,5,0.9335,1273
26,974.377,0.379656,1,0.922115,1267
27,1028.21,2.61704,5,0.93747,204.2
28,1066.57,0.903273,2,0.996407,574
29,1103.58,0.923524,1,0.994085,552
34,1330.21,0.43658,5,0.949899,1229.8
35,1371.4,0.477801,5,0.98559,1136.8
36,1413.12,0.532094,5,0.983966,1031.2
37,1454.84,0.552727,5,0.963496,969.2
38,1496.56,0.526502,5,0.995844,1083.8
39,1541.51,0.664498,5,0.834421,756.6
40,1581.34,0.749982,5,0.948727,716
41,1624.41,0.655115,5,0.958692,810.8
42,1667.48,0.642452,5,0.975156,836
43,1710.54,0.701023,5,0.99276,824.6
44,1753.61,0.803302,5,0.9301,642.6
45,1799.37,0.860199,4,0.925684,597
50,2055.75,2.68799,4,0.972629,217.75
51,2112.95,0.979927,4,0.9824,559.75
52,2160.32,1.04645,5,0.948766,485.4
53,2207.15,0.998125,4,0.972096,543.25
54,2254.26,1.13175,4,0.939231,452.25
55,2301.7,1.16926,4,0.954601,447
56,2349.36,1.06266,3,0.981601,484.333
57,2397.92,1.16229,4,0.98029,433.5
58,2448.06,1.21712,2,0.993856,455
60,2570.53,1.37367,4,0.98869,395.75
63,2744.14,1.19598,2,0.998908,459.5
64,2785.86,1.2236,1,0.998902,437
65,2849.56,1.44333,3,0.981121,381.667
66,2902.94,1.48712,2,0.978105,341
67,2955.43,1.80708,3,0.9996,315
68,2570.53,1.29584,1,0.981246,369
69,3084.36,2.21345,5,0.958432,365
79,3170.76,2.10192,4,0.952036,354.5
80,3597.73,3.46874,4,0.92712,252
84,4628.74,2.4871,3,0.964809,285
88,4624.26,3.3959,1,0.893089,337
