partial,f,sigma,count,meanR2,meanFittedFrameCount
2,1247.58,0.662851,5,0.730877,510.2
3,1877.43,1.02051,5,0.919618,504.6
4,2516.69,1.22837,5,0.938238,508.2
5,3165.38,1.95843,5,0.862946,411.4
6,3827.53,2.79349,4,0.920671,240.75
8,4507.17,4.25924,5,0.941155,176.8
9,5202.96,6.34389,4,0.950606,153
10,6656.45,8.68227,3,0.847557,119.667
12,7418.19,8.45702,1,0.906238,125
14,8205.5,13.2302,1,0.93191,58
