partial,f,sigma,count,meanR2,meanFittedFrameCount
1,123.816,0.247285,5,0.918578,1267.2
4,493.918,0.211886,3,0.729972,1272
6,741.55,0.223444,5,0.72701,1265.2
7,865.366,0.246375,5,0.757287,1269.2
8,990.527,0.247961,5,0.745122,1259.4
9,1114.34,0.216359,5,0.774855,1264.8
10,1239.51,0.28203,5,0.901996,1259.2
11,1366.01,0.368758,5,0.949193,1255
12,1496.56,0.408433,2,0.869018,951
21,2730.68,0.868139,2,0.911052,564
23,2781.82,0.854024,5,0.965107,611.6
25,2915.06,0.82972,5,0.956101,583.2
26,3214.37,0.914466,5,0.927671,754.8
27,3731.97,1.29737,4,0.900779,545.25
32,4336.79,1.64635,5,0.91814,487.2
33,4693.34,2.10927,3,0.898593,374.667
34,5032.04,2.08371,1,0.83454,501
41,5184.12,2.40867,3,0.928157,313.333
42,5957.97,2.98811,3,0.917163,259.333
46,6440.22,2.96113,3,0.833666,309.333
49,7279.57,3.94696,2,0.895819,221.5
54,7451.83,4.0337,2,0.84377,285
55,8027.85,5.14328,1,0.916148,215
57,8890.52,4.23249,1,0.830628,253
