partial,f,sigma,count,meanR2,meanFittedFrameCount
1,82.0953,0.260834,5,0.935418,1268.8
2,164.998,0.194259,5,0.793288,1266.2
3,247.632,0.297335,5,0.906192,1267.2
4,329.727,0.212429,4,0.813692,1272
5,411.823,0.172611,5,0.817419,1244.6
6,493.918,0.259418,5,0.71809,1267.6
7,577.359,0.207534,5,0.825911,1271.8
8,659.454,0.226658,5,0.794476,1273.8
9,742.896,0.278999,5,0.86153,1263.8
10,825.26,0.209783,5,0.740608,1271
11,908.432,0.265594,5,0.836511,1264
12,991.873,0.262834,5,0.900501,1267.6
13,1075.31,0.246472,5,0.823791,1266.2
14,1158.76,0.41009,5,0.882926,1069
15,1243.54,0.281901,5,0.80748,1256.6
16,1326.98,0.587498,5,0.90495,716.8
17,1411.77,0.276402,5,0.805362,1170.8
18,1496.56,0.311184,5,0.867361,1253.2
19,1581.34,0.330216,5,0.868765,1263.4
20,1668.82,0.818066,1,0.930217,622
21,1756.3,0.948548,1,0.977449,545
35,2626.78,0.517672,5,0.94898,935
36,2715.88,0.533181,5,0.920536,869.8
37,2897.83,0.628223,5,0.914062,717.6
39,3266.32,0.764189,4,0.922695,913.75
43,3929.81,1.22047,4,0.899035,549
51,4128.99,1.2378,4,0.858302,624.75
53,4223.65,1.57996,3,0.907481,504.333
54,5054.92,1.82956,3,0.934048,392.667
59,4830.17,2.16176,2,0.913252,453.5
60,5699.57,2.40403,2,0.890124,341
68,6944.46,4.82442,2,0.904487,223.5
79,9120.66,4.54247,1,0.873096,144
