partial,f,sigma,r2
1,110.358,0.510725,0.813197
2,219.37,0.278899,0.797725
4,440.085,0.234786,0.701097
5,550.443,0.262835,0.774862
6,660.8,0.184377,0.808523
7,771.158,0.216962,0.768871
8,881.516,0.223743,0.71423
9,991.873,0.279599,0.852405
10,1103.58,0.310262,0.824609
11,1216.63,0.291041,0.800866
12,1331.02,0.367101,0.839147
20,2318.86,0.823271,0.905663
23,2702.42,0.67692,0.970639
24,2820.85,1.11392,0.951904
25,2943.32,1.03123,0.953327
26,3102.13,2.31756,0.817626
27,3216.52,2.44873,0.837906
28,3382.06,3.9475,0.933565
30,3666.03,1.11258,0.964387
31,3795.23,1.2196,0.942116
36,4559.66,1.71897,0.978388
39,5054.92,1.16328,0.798035
41,5360.42,2.12218,0.954234
45,6062.94,3.75877,0.89122
48,6644.34,2.81867,0.936156
51,7213.62,3.41429,0.930442
52,7393.96,4.93857,0.954116
55,8025.16,4.9314,0.839709
