partial,f,sigma,r2
1,117.087,0.24133,0.690021
2,232.828,0.221809,0.5763
3,349.915,0.274373,0.724937
4,465.656,0.263699,0.737797
5,582.742,0.205882,0.659752
6,699.829,0.196022,0.685095
7,816.916,0.24766,0.848388
8,934.003,0.234368,0.763956
9,1052.44,0.306715,0.905234
10,1169.52,0.359885,0.913031
11,1289.3,0.320463,0.813029
12,1411.77,0.55346,0.953049
20,2457.48,0.962511,0.908051
21,2575.91,0.964385,0.903608
24,2995.81,0.867942,0.969717
25,3123.66,0.870373,0.955999
26,3289.2,1.8116,0.877228
27,3410.32,1.47188,0.910417
28,3559.71,0.680299,0.51081
31,4038.82,1.38529,0.910251
32,4172.06,1.36398,0.956052
34,4499.09,1.49435,0.689892
37,5002.43,1.8798,0.960186
42,5875.87,2.44877,0.967875
46,6638.96,3.90946,0.875426
