partial,f,sigma,r2
1,61.908,0.313576,0.888559
2,123.816,0.309187,0.976864
3,184.378,0.311086,0.883579
4,246.286,0.202791,0.691308
5,308.194,0.198376,0.752059
6,370.102,0.171554,0.564349
7,432.01,0.139819,0.582684
8,493.918,0.136911,0.551577
9,555.826,0.200882,0.686784
10,617.734,0.216527,0.817324
11,679.642,0.132882,0.510384
12,742.896,0.225727,0.797126
13,804.803,0.21327,0.735841
14,866.711,0.186778,0.772539
15,929.965,0.230573,0.665383
16,993.219,0.262066,0.790022
17,1056.47,0.295877,0.843744
18,1119.73,0.255954,0.801864
19,1182.98,0.306842,0.882607
20,1247.58,0.295641,0.81099
21,1312.18,0.410775,0.965076
22,1378.12,0.409762,0.942034
27,1734.77,0.525202,0.971492
29,1859.93,0.692476,0.938462
34,2227.34,0.444488,0.948363
35,2295.98,0.506497,0.967877
36,2364.61,0.54904,0.962719
37,2434.6,0.593871,0.95493
38,2503.23,0.610525,0.94176
39,2573.22,0.586537,0.952979
41,2746.83,0.855673,0.970412
42,2811.43,0.828267,0.954395
46,3139.81,0.80918,0.956897
47,3217.87,1.08801,0.819302
48,3287.85,0.83108,0.977642
49,3382.06,2.41073,0.958468
50,3437.24,0.829403,0.973767
51,3524.72,1.11489,0.956924
54,3788.5,1.23314,0.944595
55,3859.83,1.44881,0.910692
56,3972.88,1.00236,0.982367
57,4052.28,0.96381,0.926776
58,4130.34,1.12369,0.985296
59,4225.89,1.24582,0.990253
63,4612.14,1.42787,0.909408
64,4700.97,2.11273,0.925256
65,4783.06,1.63039,0.939185
66,4867.85,1.68759,0.987838
68,5071.07,1.81045,0.975662
70,5291.78,3.0109,0.935882
71,5379.26,2.5278,0.951545
72,5468.09,2.74789,0.939568
73,5571.72,2.30842,0.916017
77,6010.46,3.52086,0.982064
78,6103.32,3.90427,0.91396
79,6205.6,3.9775,0.948225
80,6310.57,3.30866,0.91128
84,6761.43,4.26946,0.887114
85,6893.32,5.05483,0.960227
86,6992.91,5.20566,0.939798
91,7606.6,3.40085,0.929293
92,7708.89,4.74476,0.899899
