partial,f,sigma,r2
1,55.1788,0.291458,0.869294
2,110.358,0.218533,0.820279
3,164.191,0.186633,0.684801
4,219.37,0.18511,0.823173
5,274.548,0.256321,0.754324
6,329.727,0.182759,0.630576
7,384.906,0.326394,0.810635
9,495.264,0.148537,0.617782
10,550.443,0.231808,0.795579
11,605.621,0.172992,0.576814
12,660.8,0.23285,0.753494
13,715.979,0.278169,0.772588
14,771.158,0.247994,0.829531
15,827.682,0.210539,0.713397
16,882.861,0.243571,0.872447
17,939.386,0.278195,0.866361
18,994.565,0.331152,0.920892
19,1051.09,0.22292,0.815924
20,1110.31,0.327433,0.91883
21,1168.18,0.293782,0.843193
26,1487.14,0.865464,0.974074
27,1543.66,0.651204,0.959016
28,1598.84,0.683753,0.976022
29,1655.36,0.629327,0.994599
30,1734.77,0.524433,0.95899
31,1796.68,0.52639,0.977202
32,1858.58,0.528765,0.976134
33,1915.11,0.561083,0.981028
34,1974.33,0.487206,0.995057
35,2037.58,0.519162,0.987676
36,2096.8,0.546149,0.975659
37,2157.36,0.532784,0.982446
40,2383.46,0.663343,0.995933
41,2441.33,0.664945,0.993807
42,2519.38,0.753381,0.963075
43,2582.64,0.786678,0.992237
44,2644.55,0.856902,0.996992
45,2707.8,0.832103,0.978384
46,2771.05,0.967167,0.993614
47,2843.73,0.991588,0.963752
49,3011.96,1.75062,0.922687
50,3069.83,1.3007,0.926087
51,3155.96,1.20981,0.972576
52,3235.36,1.39192,0.956874
53,3301.31,1.66373,0.992028
54,3365.91,0.978207,0.982875
55,3438.58,1.52828,0.957384
56,3535.48,1.55705,0.966573
57,3598.74,1.34544,0.992037
58,3691.6,1.62636,0.915672
59,3760.24,1.32114,0.982549
60,3849.06,2.07259,0.899817
61,3919.04,1.44841,0.991201
62,4007.87,1.66248,0.896763
63,4110.15,2.16401,0.909202
64,4181.48,2.00632,0.913666
65,4252.81,2.07458,0.948288
66,4351.05,2.10149,0.974461
67,4425.07,2.26495,0.98389
69,4618.87,2.74158,0.959285
70,4691.55,2.94351,0.967734
71,4800.56,3.02706,0.9384
72,4878.62,2.525,0.983838
73,4956.67,2.97203,0.941725
74,5071.07,2.93484,0.928956
75,5163.93,3.05112,0.895387
76,5266.21,2.71109,0.945127
77,5348.31,3.60994,0.941053
78,5430.4,3.1856,0.864952
79,5543.45,3.14175,0.948276
80,5624.2,2.99756,0.963142
81,5749.37,2.83204,0.974358
82,5839.54,3.01452,0.947714
83,5924.32,4.00308,0.955381
84,6034.68,3.99225,0.92568
85,6119.47,4.48725,0.935756
86,6247.32,2.8492,0.867902
87,6350.95,4.93151,0.942855
88,6438.43,4.51232,0.938005
89,6542.06,5.04844,0.891456
92,6882.55,6.57078,0.920458
93,6983.49,7.44078,0.947446
