partial,f,sigma,r2
1,34.9915,0.213863,0.934422
2,68.6371,0.200239,0.894027
3,103.629,0.167291,0.845662
4,137.274,0.167954,0.857176
5,172.266,0.181077,0.876172
7,242.249,0.176458,0.818846
8,275.894,0.154842,0.857553
9,310.886,0.137843,0.748911
10,345.877,0.121429,0.575137
11,380.869,0.159768,0.728386
13,450.851,0.191494,0.881528
14,499.301,5.07734,0.999334
15,520.834,0.224269,0.935042
16,557.172,0.134403,0.67992
17,592.163,0.201149,0.885385
18,628.5,0.23726,0.898666
19,663.492,0.229268,0.89474
20,699.829,0.242856,0.834664
21,736.166,0.18947,0.86872
22,772.504,0.228573,0.927301
23,808.841,0.237477,0.948423
24,845.178,0.271695,0.938191
25,881.516,0.26232,0.941225
26,919.199,0.329225,0.979844
27,956.882,0.336017,0.965741
28,999.948,0.528009,0.954169
29,1033.59,0.350596,0.978505
30,1072.62,0.358749,0.981407
34,1255.65,0.6888,0.97063
35,1291.99,0.668947,0.980379
36,1326.98,0.970856,0.999177
37,1379.47,0.527288,0.998947
38,1421.19,0.549679,0.991218
39,1461.57,0.563181,0.989713
40,1499.25,0.573144,0.953595
41,1543.66,0.623338,0.979695
42,1585.38,0.731672,0.93057
43,1625.76,0.675819,0.976747
44,1668.82,0.676985,0.998047
45,1710.54,0.766549,0.976343
46,1753.61,0.772539,0.984029
47,1796.68,0.81816,0.996096
48,1838.4,0.902149,0.992829
49,1882.81,0.900765,0.995988
50,1927.22,0.97491,0.99939
51,1971.63,0.993202,0.997966
59,2387.49,1.12112,0.972088
60,2435.94,1.24157,0.999885
61,2484.39,1.18124,0.98438
62,2532.84,1.24309,0.967245
63,2582.64,1.56469,0.998366
64,2641.85,1.25158,0.99991
65,2680.88,1.22251,0.979693
67,2784.51,1.59142,0.99525
68,2835.65,1.65386,0.987925
72,3085.98,1.88804,0.94621
73,3127.7,2.24106,0.92087
75,3262.28,2.39255,0.979785
76,3320.15,2.90007,0.937857
77,3372.64,2.67425,0.968529
78,3430.51,2.59864,0.95533
79,3497.8,4.47782,0.998846
80,3546.25,2.9643,0.971091
81,3602.77,2.72206,0.952892
82,3661.99,2.82035,0.947822
85,3854.44,3.97509,0.946561
87,3997.1,8.23115,0.968385
89,4122.26,4.2499,0.907485
90,4209.74,4.6061,0.969788
91,4270.3,4.39516,0.984034
92,4337.59,4.59745,0.944453
93,4400.85,4.77393,0.980472
94,4465.45,5.40821,0.928354
96,4598.68,4.81217,0.948945
