partial,f,sigma,r2
1,98.2452,0.343584,0.868628
2,196.49,0.229221,0.726476
3,293.39,0.140708,0.502284
4,391.635,0.245319,0.697445
5,489.88,0.221893,0.76586
6,588.126,0.178209,0.646115
7,686.371,0.285231,0.847854
8,784.616,0.177325,0.628387
9,884.207,0.242421,0.770749
10,982.452,0.319711,0.816934
11,1082.04,0.268338,0.794753
12,1181.63,0.324312,0.846633
13,1281.23,0.294302,0.876437
14,1380.82,0.357122,0.901928
15,1481.75,0.388761,0.947284
16,1582.69,0.523555,0.963779
17,1683.63,0.42541,0.93404
18,1784.56,0.433548,0.930049
19,1886.85,0.435748,0.917596
20,1989.13,0.446309,0.908461
21,2091.41,0.664217,0.944572
22,2195.04,0.56973,0.932719
23,2300.02,0.615576,0.903332
24,2404.99,0.628024,0.965327
29,2962.16,1.07171,0.878019
30,3083.29,2.87791,0.959167
43,4597.34,2.65355,0.844419
44,4700.97,1.21373,0.691261
48,5224.49,2.8488,0.927696
49,5360.42,2.64828,0.842619
50,5488.28,2.45175,0.904059
51,5614.78,2.26805,0.923532
52,5743.98,2.19693,0.949567
53,5871.84,2.33814,0.940778
54,5998.34,3.12774,0.876719
69,8229.72,4.56055,0.913993
73,8843.42,5.89495,0.90179
