partial,f,sigma,r2
1,82.0953,0.290001,0.947453
2,165.536,0.20764,0.867749
3,247.632,0.239063,0.779404
4,329.727,0.240815,0.942044
5,411.823,0.205347,0.875982
6,493.918,0.279943,0.7496
7,577.359,0.20803,0.813371
8,659.454,0.225035,0.774836
9,742.896,0.272088,0.891899
10,824.991,0.212958,0.795145
11,908.432,0.29537,0.865655
12,991.873,0.258866,0.912732
13,1075.31,0.24985,0.825644
14,1158.76,0.485295,0.906052
15,1243.54,0.301666,0.841613
16,1326.98,0.612877,0.868521
17,1411.77,0.298048,0.81656
18,1496.56,0.334089,0.8914
19,1581.34,0.372838,0.898239
20,1668.82,0.818066,0.930217
21,1756.3,0.948548,0.977449
36,3162.69,1.0464,0.875768
37,3264.97,0.67431,0.97683
38,3357.83,0.731249,0.969073
39,3452.04,0.850464,0.979529
40,3546.25,0.919685,0.975517
41,3644.49,1.19759,0.847617
42,3738.7,1.00206,0.979204
43,3847.71,1.66265,0.948235
51,4730.58,1.47251,0.976887
52,4831.51,1.57463,0.938942
53,4937.83,1.53211,0.918219
54,5048.19,1.90355,0.937936
55,5163.93,1.74991,0.848221
61,5900.1,3.13598,0.928327
62,6023.91,3.41301,0.876679
63,6136.96,4.26482,0.921371
71,7170.56,3.81008,0.860082
