partial,f,sigma,r2
1,196.49,0.319112,0.932266
2,391.635,0.271628,0.865413
3,588.126,0.223466,0.66615
4,784.616,0.273847,0.751789
5,982.452,0.382892,0.897136
6,1180.29,0.410992,0.894219
7,1379.47,0.427013,0.906961
8,1577.31,0.443165,0.93172
9,1779.18,0.500072,0.925698
10,1982.4,0.526535,0.968127
11,2184.27,0.63044,0.939431
12,2390.19,0.683367,0.966455
13,2594.75,1.10235,0.981232
14,2803.35,1.11389,0.915457
15,3013.3,1.05292,0.975139
16,3224.6,1.14788,0.989769
17,3439.93,1.55503,0.934732
18,3655.26,1.25774,0.941124
19,3873.28,1.43933,0.922904
20,4096.69,1.35797,0.96392
21,4321.44,1.64524,0.923358
22,4573.11,1.17404,0.592852
29,6237.9,4.67725,0.966046
