partial,f,sigma,r2
1,32.2998,0.248579,0.957442
2,64.5996,0.211487,0.909029
3,96.8994,0.15186,0.735114
4,130.545,0.177861,0.850444
5,162.845,0.162479,0.823914
6,195.145,0.145523,0.67485
7,227.444,0.181509,0.865406
9,293.39,0.164591,0.796749
10,327.036,0.159156,0.837892
11,359.335,0.154803,0.72357
12,392.981,0.130526,0.581032
13,425.281,0.148272,0.671952
14,458.926,0.154783,0.575208
15,492.572,0.181741,0.768889
16,526.218,0.176153,0.826314
17,559.863,0.190287,0.75238
18,593.509,0.208898,0.854434
19,627.155,0.1772,0.764086
20,660.8,0.209305,0.881599
21,695.792,0.214639,0.883157
22,730.783,0.220539,0.893824
23,764.429,0.219038,0.836213
24,818.262,0.636184,0.999992
25,834.412,0.261623,0.849537
26,869.403,0.275465,0.949631
27,905.74,0.275856,0.972016
28,940.732,0.312535,0.964141
29,978.415,0.320464,0.977072
30,1013.41,0.332566,0.958198
31,1049.74,0.379548,0.995729
32,1086.08,0.378726,0.970926
33,1123.76,0.427723,0.983767
34,1187.02,0.984497,0.999443
35,1220.66,0.961522,0.998224
36,1254.31,0.927138,0.996866
37,1289.3,0.949278,0.997418
38,1322.95,0.975718,0.999268
39,1356.59,0.895482,0.990191
41,1460.22,0.996279,0.999956
42,1495.21,1.03106,0.999836
43,1530.2,1.05462,0.999669
45,1625.76,0.837792,0.925
46,1667.48,0.706821,0.973547
47,1710.54,0.856885,0.951924
48,1753.61,0.81475,0.954082
49,1795.33,0.957671,0.999916
50,1838.4,0.933622,0.949382
51,1880.12,0.935055,0.994393
52,1925.88,0.957545,0.99748
53,1967.6,1.00737,0.989372
54,2012.01,1.07632,0.988358
55,2056.42,1.08553,0.998392
56,2102.18,1.09289,0.985075
57,2147.94,1.11816,0.992066
58,2193.7,1.16842,0.999877
59,2239.45,1.1373,0.947403
60,2286.56,1.03632,0.953175
61,2332.31,1.28806,0.949843
62,2379.42,1.30574,0.993425
63,2429.21,1.19172,0.987946
64,2476.32,1.16895,0.99048
65,2524.77,1.17267,0.976373
67,2624.36,1.31459,0.982892
68,2675.5,1.40824,0.985621
71,2855.84,1.90124,0.997875
74,3014.65,1.47171,0.941024
75,3055.02,2.19869,0.884824
76,3135.77,2.06099,0.955327
77,3176.15,2.35908,0.946796
79,3299.96,1.94042,0.911424
80,3340.34,2.14699,0.888406
81,3421.09,3.13835,0.948311
82,3478.96,3.08735,0.956243
83,3538.17,3.47658,0.965413
84,3596.04,3.05903,0.96568
85,3656.61,3.63257,0.927635
86,3714.48,3.62902,0.951322
87,3773.69,4.29613,0.973544
88,3832.91,3.62499,0.87624
89,3893.47,3.21304,0.930427
90,3952.69,4.53364,0.975188
91,4018.63,4.6814,0.970077
92,4077.85,4.52528,0.963737
93,4143.8,5.33346,0.964453
94,4204.36,5.23684,0.96661
95,4286.45,4.00101,0.986186
