partial,f,sigma,r2
1,26.9165,0.246591,0.940684
2,55.1788,0.254747,0.959511
3,82.0953,0.235134,0.948071
4,109.012,0.153678,0.723205
5,135.928,0.185042,0.861693
6,164.191,0.219087,0.883364
8,219.37,0.128385,0.600562
9,246.286,0.132831,0.569755
10,274.548,0.138666,0.58074
11,302.811,0.128586,0.634197
12,331.073,0.127214,0.600521
13,357.99,0.191551,0.892758
14,387.598,0.222291,0.928365
15,415.86,0.319992,0.848688
16,444.122,0.208724,0.831805
17,472.385,0.194272,0.807176
18,501.993,0.211419,0.814723
19,531.601,0.196738,0.855591
20,559.863,0.222299,0.837773
21,589.471,0.148481,0.694259
22,620.425,0.240653,0.948789
23,650.034,0.250769,0.953907
24,679.642,0.29684,0.978708
25,710.596,0.277158,0.954705
26,741.55,0.272608,0.963717
27,772.504,0.305933,0.981891
28,803.458,0.310971,0.967179
29,835.757,0.396513,0.992536
30,866.711,0.379747,0.979292
31,899.011,0.386177,0.977685
32,931.311,0.436529,0.957218
33,964.957,0.59204,0.972861
34,998.602,0.564432,0.994474
35,1030.9,0.497852,0.998206
36,1064.55,0.52101,0.99547
37,1091.46,0.982214,0.992883
38,1119.73,1.12428,0.999838
39,1149.33,1.12368,0.999938
40,1178.94,1.13034,0.999921
41,1209.9,1.16264,0.999536
42,1240.85,0.754824,0.989538
43,1275.84,0.855866,0.991507
44,1313.53,0.858525,0.986341
45,1349.86,1.04138,0.989003
46,1387.55,1.02096,0.99432
47,1425.23,1.13768,0.999616
48,1462.91,1.16207,0.986259
49,1500.6,1.33715,0.993747
50,1540.97,1.32237,0.974101
51,1580,1.41986,0.95934
52,1620.37,1.37092,0.962755
53,1659.4,1.59137,0.99422
54,1699.78,1.493,0.992073
55,1734.77,1.57076,0.999845
56,1776.49,1.85176,0.999805
60,1912.42,2.35397,0.974993
61,1955.48,2.76693,0.989248
62,1999.9,2.68012,0.999237
63,2044.31,2.022,0.934819
64,2090.07,2.7192,0.999965
65,2135.82,2.72142,0.997564
66,2181.58,2.65347,0.989369
67,2228.69,2.66891,0.984499
68,2274.44,3.12253,0.999471
69,2318.86,2.94339,0.997379
74,2520.73,3.46426,0.993153
75,2567.83,3.86139,0.979766
76,2618.98,3.30347,0.975976
77,2667.43,4.50011,0.975886
78,2722.6,4.21023,0.99704
79,2772.4,2.98054,0.966667
82,2925.82,2.56156,0.992939
84,3003.88,3.94098,0.926561
86,3111.55,6.23073,0.934579
87,3157.31,5.57591,0.998699
88,3215.18,5.77522,0.97443
89,3270.36,6.15216,0.968431
90,3321.5,4.18005,0.942673
91,3387.44,3.90259,0.759478
92,3443.97,4.11794,0.985449
93,3485.69,4.43683,0.985534
94,3550.29,7.63077,0.950565
95,3610.85,5.64982,0.937054
96,3652.57,3.48052,0.801012
