partial,f,sigma,r2
1,39.0289,0.207738,0.89899
2,78.0579,0.175007,0.843622
3,115.741,0.162381,0.838103
4,154.77,0.121741,0.678607
5,193.799,0.161596,0.822663
6,232.828,0.168728,0.824017
7,271.857,0.175206,0.84763
8,310.886,0.116898,0.640884
9,349.915,0.152045,0.755652
10,388.943,0.185319,0.848724
11,427.972,0.159959,0.803332
12,467.001,0.230412,0.924598
13,506.03,0.192492,0.883336
14,546.405,0.209269,0.91516
15,585.434,0.250476,0.954736
16,624.463,0.195797,0.837482
17,664.838,0.207104,0.848831
18,705.212,0.20848,0.925786
19,745.587,0.226356,0.942095
20,784.616,0.245322,0.950076
21,824.991,0.240742,0.881698
22,866.711,0.260552,0.932725
23,907.086,0.330062,0.987065
24,947.461,0.29806,0.942509
25,990.527,0.337542,0.961328
26,1032.25,0.377069,0.962045
27,1099.54,2.94505,0.964568
28,1130.49,1.02495,0.997919
29,1170.87,0.881727,0.978954
35,1454.84,0.575328,0.979209
36,1500.6,0.576132,0.96866
37,1545.01,0.64258,0.971643
38,1589.42,0.612931,0.983749
39,1633.83,0.752893,0.978574
40,1679.59,0.698379,0.989404
41,1724,0.755106,0.999518
42,1771.11,0.821485,0.990736
43,1816.86,0.893764,0.993421
44,1862.62,0.90596,0.985278
45,1909.73,0.941269,0.944383
46,1958.18,0.961258,0.971963
51,2227.34,1.32115,0.999819
52,2269.06,1.27446,0.999976
53,2345.77,1.13028,0.98454
54,2396.91,1.3051,0.999106
55,2438.64,1.2463,0.99984
56,2500.54,1.3399,0.990494
57,2550.34,1.24449,0.980291
58,2604.17,1.34484,0.971011
59,2655.31,1.2882,0.967128
60,2707.8,1.4284,0.970383
64,2956.78,1.2903,0.998966
65,3001.19,1.31999,0.965612
66,3088.67,1.5256,0.972202
67,3146.54,1.84934,0.964481
68,3203.06,1.72665,0.985568
69,3260.93,1.99668,0.95014
70,3309.38,2.08727,0.998782
71,3378.02,1.92037,0.952972
72,3437.24,2.12097,0.923314
74,3587.97,2.8563,0.92815
75,3633.73,2.88491,0.941004
76,3725.24,2.87905,0.95478
77,3773.69,3.02589,0.912975
78,3858.48,3.8244,0.981034
79,3923.08,2.99365,0.938161
80,3984.99,3.27868,0.968381
81,4046.9,3.05451,0.947647
82,4112.84,3.18345,0.956664
85,4347.02,3.7427,0.956148
86,4404.89,4.3306,0.97405
87,4495.06,3.86521,0.93717
88,4544.85,4.80409,0.919233
89,4644.44,4.26512,0.968769
90,4694.24,5.35954,0.951107
92,4853.05,4.7378,0.938515
93,4953.98,4.91646,0.98531
