partial,f,sigma,r2
1,30.954,0.226063,0.951055
2,61.908,0.233288,0.946145
3,91.5161,0.199586,0.896462
4,122.47,0.168021,0.772528
5,153.424,0.1543,0.817109
6,184.378,0.147657,0.665709
10,308.194,0.10476,0.534748
11,339.148,0.130106,0.678503
12,371.448,0.125606,0.576226
13,402.402,0.151155,0.666837
14,433.356,0.149082,0.734695
15,465.656,0.166077,0.640156
16,497.955,0.168593,0.847075
17,530.255,0.204808,0.895849
18,562.555,0.189189,0.853432
19,593.509,0.21942,0.885183
20,627.155,0.205701,0.894598
21,659.454,0.210561,0.872193
22,693.1,0.226638,0.850453
23,725.4,0.232148,0.893594
24,772.504,0.634161,0.999969
25,804.803,0.684543,0.999965
26,826.337,0.262856,0.955305
27,861.328,0.28195,0.93268
28,896.32,0.290703,0.955161
29,929.965,0.33611,0.959751
30,964.957,0.401388,0.995997
31,999.948,0.433004,0.956261
32,1036.29,0.376303,0.993729
33,1071.28,0.448817,0.994114
34,1108.96,0.464739,0.995472
35,1145.3,0.505795,0.991465
36,1181.63,0.583959,0.965839
37,1217.97,0.546384,0.975601
38,1255.65,0.649317,0.990117
39,1294.68,0.589366,0.975059
40,1332.37,0.655638,0.97965
41,1370.05,0.696659,0.988046
42,1410.42,0.682723,0.987389
43,1449.45,0.722202,0.985279
44,1489.83,0.713523,0.969626
45,1528.86,0.841235,0.930094
46,1569.23,0.888143,0.979653
47,1608.26,0.896549,0.997771
48,1651.33,0.874379,0.985207
49,1694.39,0.912864,0.999155
50,1734.77,1.02053,0.989072
51,1777.84,1.08932,0.979463
52,1820.9,1.25314,0.965351
53,1863.97,1.19055,0.930958
54,1907.03,1.30912,0.975594
55,1950.1,1.39049,0.999142
57,2036.23,1.32149,0.997906
63,2289.25,1.49937,0.994313
64,2349.81,4.28895,0.999856
65,2399.61,1.44031,0.999727
66,2437.29,1.47088,0.99904
68,2550.34,1.53986,0.999425
69,2588.02,1.52599,0.999755
70,2624.36,2.26301,0.905339
71,2674.15,2.15316,0.996263
72,2726.64,1.97399,0.99422
73,2777.78,2.1795,0.975531
74,2832.96,2.25941,0.999238
75,2885.45,2.86233,0.999113
76,2937.94,1.83929,0.988266
77,2994.46,2.77342,0.986281
78,3046.95,2.77407,0.988137
79,3103.47,2.93444,0.977228
80,3161.34,3.35037,0.988142
81,3217.87,2.45268,0.951398
82,3285.16,2.8364,0.9973
83,3333.61,4.29083,0.976213
84,3390.13,4.7326,0.957934
85,3452.04,4.15119,0.965583
86,3509.91,3.77353,0.936331
87,3571.82,3.98803,0.976654
88,3632.38,4.7847,0.91535
89,3690.25,4.96713,0.956338
90,3729.28,3.51448,0.933376
91,3812.72,3.64334,0.948544
92,3861.17,4.31385,0.94187
93,3905.58,4.91193,0.923875
94,3994.41,4.45904,0.930203
95,4040.17,4.84547,0.946736
